species,correct,total,accuracy
_OVERALL_,15632,52429,0.2981556009078945
Acoerulea,244,768,0.3177083333333333
Acomosus,360,880,0.4090909090909091
Ahypochondriacus,332,897,0.3701226309921962
Ahypogaea,160,837,0.1911589008363202
Aofficinalis,389,1034,0.37620889748549324
Athaliana,183,736,0.24864130434782608
Bdistachyon,216,806,0.2679900744416873
Bplatyphylla,169,889,0.19010123734533182
Bstricta,87,573,0.1518324607329843
Bvulgaris,276,938,0.2942430703624733
Carabica,215,831,0.25872442839951865
Carietinum,203,765,0.265359477124183
Cavellana,202,872,0.231651376146789
Ccitriodora,203,768,0.2643229166666667
Cclementina,119,790,0.15063291139240506
Cillinoinensis,216,894,0.24161073825503357
Ckanehirae,670,1161,0.5770887166236004
Cquinoa,243,913,0.2661555312157722
Crubella,166,714,0.23249299719887956
Csativus,252,754,0.33421750663129973
Dalata,289,814,0.35503685503685506
Dcarota,339,826,0.41041162227602906
Ecoracana,151,805,0.18757763975155278
Egrandis,227,764,0.29712041884816753
Esalsugineum,170,722,0.23545706371191136
Fvesca,235,770,0.3051948051948052
Gmax,194,861,0.22531939605110338
Hannuus,456,824,0.5533980582524272
Hvulgare,224,834,0.2685851318944844
Lalbus,327,811,0.4032059186189889
Lervoides,193,845,0.22840236686390533
Ljaponicus,155,865,0.1791907514450867
Lsativa,255,702,0.36324786324786323
Lusitatissimum,353,687,0.5138282387190685
Macuminata,331,782,0.42327365728900257
Mdomestica,152,772,0.19689119170984457
Mesculenta,287,848,0.3384433962264151
Msinensis,70,634,0.11041009463722397
Mtruncatula,207,738,0.2804878048780488
Ncolorata,428,963,0.4444444444444444
Oeuropaea,134,651,0.20583717357910905
Osativa,246,765,0.3215686274509804
Othomaeum,240,783,0.3065134099616858
Pamilis,270,769,0.3511053315994798
Ppersica,150,752,0.19946808510638298
Ptrichocarpa,219,809,0.27070457354758964
Ptrifoliata,112,783,0.14303959131545338
Pvaginatum,159,800,0.19875
Pvirgatum,159,785,0.20254777070063695
Qrubra,322,911,0.3534577387486279
Rcommunis,129,593,0.2175379426644182
Sbicolor,207,788,0.2626903553299492
Soleracea,255,905,0.281767955801105
Sparvula,165,723,0.22821576763485477
Spolyrhiza,406,638,0.6363636363636364
Spurpurea,185,805,0.22981366459627328
Sviridis,150,751,0.19973368841544606
Taestivum,140,802,0.1745635910224439
Tintermedium,144,805,0.17888198757763976
Vdarrowii,386,940,0.4106382978723404
Vfaba,189,780,0.2423076923076923
Vunguiculata,184,788,0.233502538071066
Vvinifera,408,918,0.4444444444444444
Zmarina,457,828,0.5519323671497585
Zmays,268,870,0.3080459770114943
