target,n_classes,n_components,accuracy,f1_macro
species,1,0,1.0,1.0
species,1,1,1.0,1.0
species,1,2,1.0,1.0
species,1,3,1.0,1.0
species,1,4,1.0,1.0
species,1,8,1.0,1.0
species,1,16,1.0,1.0
species,1,32,1.0,1.0
species,1,64,1.0,1.0
species,1,128,1.0,1.0
species,1,256,1.0,1.0
species,1,512,1.0,1.0
gc_content,5,0,0.19469026548672566,0.19448319834733557
gc_content,5,1,0.6002441257247483,0.6001736319035266
gc_content,5,2,0.767165090021361,0.7698496535729384
gc_content,5,3,0.8391821788220933,0.839857368266076
gc_content,5,4,0.8480317363442172,0.8486695825458481
gc_content,5,8,0.8870918523039365,0.8874051081241813
gc_content,5,16,0.8956362526701251,0.896153511310979
gc_content,5,32,0.8938053097345132,0.8943051768333838
gc_content,5,64,0.8919743667989014,0.8926375800056523
gc_content,5,128,0.8928898382667073,0.8935708384494779
gc_content,5,256,0.8812938663411657,0.8821404729732831
gc_content,5,512,0.8849557522123894,0.8854322294576574
repeat_fraction,1,0,1.0,1.0
repeat_fraction,1,1,1.0,1.0
repeat_fraction,1,2,1.0,1.0
repeat_fraction,1,3,1.0,1.0
repeat_fraction,1,4,1.0,1.0
repeat_fraction,1,8,1.0,1.0
repeat_fraction,1,16,1.0,1.0
repeat_fraction,1,32,1.0,1.0
repeat_fraction,1,64,1.0,1.0
repeat_fraction,1,128,1.0,1.0
repeat_fraction,1,256,1.0,1.0
repeat_fraction,1,512,1.0,1.0
kmer_entropy_1,5,0,0.2090326518156851,0.2089925391024421
kmer_entropy_1,5,1,0.5425694232529753,0.5499949409545103
kmer_entropy_1,5,2,0.67165090021361,0.6713871687423456
kmer_entropy_1,5,3,0.7470247177296307,0.7469986389751682
kmer_entropy_1,5,4,0.7580103753433018,0.7581058068293239
kmer_entropy_1,5,8,0.7903570338724443,0.79059035404957
kmer_entropy_1,5,16,0.8260604211168752,0.826489119964117
kmer_entropy_1,5,32,0.8272810497406164,0.827461474311064
kmer_entropy_1,5,64,0.8245346353371986,0.8248518382147486
kmer_entropy_1,5,128,0.8199572779981691,0.8202240942559136
kmer_entropy_1,5,256,0.8144644491913335,0.8142550351305967
kmer_entropy_1,5,512,0.808971620384498,0.8089225909879959
kmer_entropy_3,5,0,0.19469026548672566,0.19454269898185667
kmer_entropy_3,5,1,0.5556911809581935,0.5618584589373089
kmer_entropy_3,5,2,0.6753127860848337,0.675034130738681
kmer_entropy_3,5,3,0.748245346353372,0.748629803578478
kmer_entropy_3,5,4,0.7628928898382668,0.7631576569866446
kmer_entropy_3,5,8,0.8190418065303632,0.8189424188440688
kmer_entropy_3,5,16,0.8352151357949343,0.8349757455996555
kmer_entropy_3,5,32,0.8501678364357644,0.8501253796675551
kmer_entropy_3,5,64,0.8495575221238938,0.8495749579815884
kmer_entropy_3,5,128,0.8523039365273115,0.852255494285268
kmer_entropy_3,5,256,0.8413182789136405,0.8410737343139424
kmer_entropy_3,5,512,0.8364357644186756,0.8360734520291366
kmer_entropy_9,5,0,0.19011290814769607,0.18878827337003096
kmer_entropy_9,5,1,0.42142203234665854,0.4256004859330849
kmer_entropy_9,5,2,0.5239548367409216,0.5221143718207596
kmer_entropy_9,5,3,0.629844369850473,0.6261084702242641
kmer_entropy_9,5,4,0.6332010985657613,0.6302122675317101
kmer_entropy_9,5,8,0.6759231003967043,0.6743632187913546
kmer_entropy_9,5,16,0.6969789441562405,0.6970712361978577
kmer_entropy_9,5,32,0.7128471162648764,0.7122844429987889
kmer_entropy_9,5,64,0.7210863594751297,0.7207514881600882
kmer_entropy_9,5,128,0.7155935306682941,0.7152054895002162
kmer_entropy_9,5,256,0.7149832163564236,0.7140291654819579
kmer_entropy_9,5,512,0.7076594446139762,0.7061035319257843
dinuc_CG,5,0,0.20445529447665547,0.20381743143754258
dinuc_CG,5,1,0.5541653951785169,0.5476312820052535
dinuc_CG,5,2,0.6344217271895026,0.6356358310770351
dinuc_CG,5,3,0.6789746719560573,0.6810117506852364
dinuc_CG,5,4,0.7311565456209949,0.7315443515278469
dinuc_CG,5,8,0.7946292340555386,0.7950263986079313
dinuc_CG,5,16,0.8339945071711932,0.8347051828472452
dinuc_CG,5,32,0.8434543790051877,0.8438061259654781
dinuc_CG,5,64,0.8400976502898992,0.840430243465948
dinuc_CG,5,128,0.8376563930424168,0.8380516667202054
dinuc_CG,5,256,0.8342996643271284,0.8347174898906318
dinuc_CG,5,512,0.8336893500152579,0.8337241233891637
dinuc_GC,5,0,0.19316447970704914,0.19234022083040486
dinuc_GC,5,1,0.5636252670125115,0.5640318454436404
dinuc_GC,5,2,0.6542569423252975,0.6570196148713381
dinuc_GC,5,3,0.6713457430576747,0.6739781482789102
dinuc_GC,5,4,0.7149832163564236,0.7138280552928629
dinuc_GC,5,8,0.7256637168141593,0.7258465172892705
dinuc_GC,5,16,0.7693011901129081,0.7697122130052036
dinuc_GC,5,32,0.7946292340555386,0.7956387125427014
dinuc_GC,5,64,0.8053097345132744,0.8062985678005802
dinuc_GC,5,128,0.7982911199267623,0.7995167105494316
dinuc_GC,5,256,0.7931034482758621,0.794120568061385
dinuc_GC,5,512,0.7961550198352151,0.7973067199622156
dinuc_AT,5,0,0.21086359475129693,0.2108388372312832
dinuc_AT,5,1,0.5474519377479402,0.5458954298039608
dinuc_AT,5,2,0.6869087580103753,0.6853200394304138
dinuc_AT,5,3,0.7235276167226121,0.7242550151470851
dinuc_AT,5,4,0.7369545315837657,0.7383723302009128
dinuc_AT,5,8,0.7616722612145255,0.7620913871846007
dinuc_AT,5,16,0.7866951480012206,0.7871659480705209
dinuc_AT,5,32,0.8364357644186756,0.8366010744358012
dinuc_AT,5,64,0.8294171498321635,0.8300248997396349
dinuc_AT,5,128,0.8260604211168752,0.8259567142482405
dinuc_AT,5,256,0.8272810497406164,0.8272437729982645
dinuc_AT,5,512,0.8236191638693927,0.823245486340366
dinuc_TA,5,0,0.20353982300884957,0.2028546468007068
dinuc_TA,5,1,0.5901739395788831,0.5903139953454444
dinuc_TA,5,2,0.720476045163259,0.7205800034338616
dinuc_TA,5,3,0.7555691180958194,0.7554639336500872
dinuc_TA,5,4,0.7622825755263961,0.7625607267449429
dinuc_TA,5,8,0.7766249618553555,0.7762777047328686
dinuc_TA,5,16,0.8001220628623741,0.8006490999775252
dinuc_TA,5,32,0.8504729935916997,0.8511188058718527
dinuc_TA,5,64,0.8489472078120232,0.849597290002057
dinuc_TA,5,128,0.8416234360695758,0.8422645634252642
dinuc_TA,5,256,0.8483368935001526,0.8491004078934722
dinuc_TA,5,512,0.8422337503814464,0.8427577720299739
dinuc_AA,5,0,0.19041806530363137,0.19006654275149532
dinuc_AA,5,1,0.5270064083002747,0.5221860587570065
dinuc_AA,5,2,0.6454073848031736,0.6455230058828731
dinuc_AA,5,3,0.683552029295087,0.6833835023697266
dinuc_AA,5,4,0.6948428440646933,0.6945056070850554
dinuc_AA,5,8,0.8056148916692096,0.8046626766883165
dinuc_AA,5,16,0.8474214220323466,0.8477118887181468
dinuc_AA,5,32,0.8507781507476351,0.8513769002285934
dinuc_AA,5,64,0.8504729935916997,0.850925301037505
dinuc_AA,5,128,0.8425389075373817,0.8432601464620776
dinuc_AA,5,256,0.8431492218492523,0.8436538947723635
dinuc_AA,5,512,0.8327738785474519,0.8332432207520893
dinuc_TT,5,0,0.20201403722917302,0.20106988886015528
dinuc_TT,5,1,0.47757094903875497,0.4797410856185609
dinuc_TT,5,2,0.5868172108635947,0.5898611362687468
dinuc_TT,5,3,0.5862068965517241,0.5889748142203167
dinuc_TT,5,4,0.6017699115044248,0.6039289552844611
dinuc_TT,5,8,0.7393957888312481,0.7412609209291423
dinuc_TT,5,16,0.8285016783643576,0.8298058752257301
dinuc_TT,5,32,0.8376563930424168,0.8387826280531024
dinuc_TT,5,64,0.8339945071711932,0.8352504582508578
dinuc_TT,5,128,0.8312480927677754,0.8325490135173164
dinuc_TT,5,256,0.8291119926762283,0.8304043602527083
dinuc_TT,5,512,0.8184314922184925,0.8196545625663342
