species,correct,total,accuracy
_OVERALL_,14764,52429,0.2815998779301532
Acoerulea,253,768,0.3294270833333333
Acomosus,355,880,0.4034090909090909
Ahypochondriacus,341,897,0.3801560758082497
Ahypogaea,169,837,0.2019115890083632
Aofficinalis,340,1034,0.3288201160541586
Athaliana,205,736,0.27853260869565216
Bdistachyon,194,806,0.24069478908188585
Bplatyphylla,179,889,0.2013498312710911
Bstricta,58,573,0.1012216404886562
Bvulgaris,221,938,0.23560767590618337
Carabica,204,831,0.24548736462093862
Carietinum,219,765,0.28627450980392155
Cavellana,205,872,0.23509174311926606
Ccitriodora,178,768,0.23177083333333334
Cclementina,98,790,0.1240506329113924
Cillinoinensis,185,894,0.20693512304250558
Ckanehirae,663,1161,0.5710594315245479
Cquinoa,249,913,0.2727272727272727
Crubella,148,714,0.20728291316526612
Csativus,283,754,0.3753315649867374
Dalata,265,814,0.32555282555282555
Dcarota,320,826,0.387409200968523
Ecoracana,163,805,0.20248447204968945
Egrandis,204,764,0.2670157068062827
Esalsugineum,158,722,0.2188365650969529
Fvesca,224,770,0.2909090909090909
Gmax,198,861,0.22996515679442509
Hannuus,445,824,0.5400485436893204
Hvulgare,205,834,0.24580335731414868
Lalbus,349,811,0.43033292231812575
Lervoides,208,845,0.24615384615384617
Ljaponicus,150,865,0.17341040462427745
Lsativa,234,702,0.3333333333333333
Lusitatissimum,353,687,0.5138282387190685
Macuminata,313,782,0.40025575447570333
Mdomestica,139,772,0.1800518134715026
Mesculenta,281,848,0.3313679245283019
Msinensis,77,634,0.12145110410094637
Mtruncatula,188,738,0.25474254742547425
Ncolorata,369,963,0.38317757009345793
Oeuropaea,127,651,0.19508448540706605
Osativa,204,765,0.26666666666666666
Othomaeum,198,783,0.25287356321839083
Pamilis,241,769,0.31339401820546164
Ppersica,137,752,0.18218085106382978
Ptrichocarpa,180,809,0.22249690976514216
Ptrifoliata,109,783,0.1392081736909323
Pvaginatum,143,800,0.17875
Pvirgatum,156,785,0.19872611464968154
Qrubra,347,911,0.3809001097694841
Rcommunis,139,593,0.23440134907251264
Sbicolor,151,788,0.1916243654822335
Soleracea,240,905,0.26519337016574585
Sparvula,157,723,0.21715076071922546
Spolyrhiza,377,638,0.5909090909090909
Spurpurea,183,805,0.22732919254658385
Sviridis,93,751,0.12383488681757657
Taestivum,125,802,0.15586034912718205
Tintermedium,116,805,0.14409937888198757
Vdarrowii,401,940,0.42659574468085104
Vfaba,135,780,0.17307692307692307
Vunguiculata,165,788,0.20939086294416243
Vvinifera,371,918,0.40413943355119825
Zmarina,449,828,0.5422705314009661
Zmays,230,870,0.26436781609195403
