version,rank,eigenvalue,n_samples
v13,622,2.9125971e-08,65536
v13,623,2.8615643e-08,65536
v13,624,2.810954e-08,65536
v13,625,2.7787298e-08,65536
v13,626,2.7652197e-08,65536
v13,627,2.7387049e-08,65536
v13,628,2.6750175e-08,65536
v13,629,2.618705e-08,65536
v13,630,2.560779e-08,65536
v13,631,2.5464743e-08,65536
v13,632,2.5091524e-08,65536
v13,633,2.4768214e-08,65536
v13,634,2.4655135e-08,65536
v13,635,2.4057895e-08,65536
v13,636,2.3949148e-08,65536
v13,637,2.3416737e-08,65536
v13,638,2.2916252e-08,65536
v13,639,2.2888592e-08,65536
v13,640,2.248162e-08,65536
v13,641,2.2081043e-08,65536
v13,642,2.172101e-08,65536
v13,643,2.112249e-08,65536
v13,644,2.071443e-08,65536
v13,645,2.0543286e-08,65536
v13,646,2.0135786e-08,65536
v13,647,1.9445045e-08,65536
v13,648,1.910156e-08,65536
v13,649,1.8985212e-08,65536
v13,650,1.8340266e-08,65536
v13,651,1.8085055e-08,65536
v13,652,1.7933397e-08,65536
v13,653,1.7389391e-08,65536
v13,654,1.7243291e-08,65536
v13,655,1.6911061e-08,65536
v13,656,1.6441774e-08,65536
v13,657,1.5779113e-08,65536
v13,658,1.5709636e-08,65536
v13,659,1.540255e-08,65536
v13,660,1.4874335e-08,65536
v13,661,1.4470823e-08,65536
v13,662,1.4014685e-08,65536
v13,663,1.3601205e-08,65536
v13,664,1.3447567e-08,65536
v13,665,1.3318925e-08,65536
v13,666,1.3034004e-08,65536
v13,667,1.2446983e-08,65536
v13,668,1.2039497e-08,65536
v13,669,1.1932295e-08,65536
v13,670,1.1652142e-08,65536
v13,671,1.1330677e-08,65536
v13,672,1.1166676e-08,65536
v13,673,1.0922218e-08,65536
v13,674,1.067085e-08,65536
v13,675,1.0315925e-08,65536
v13,676,9.740548e-09,65536
v13,677,9.607624e-09,65536
v13,678,9.372526e-09,65536
v13,679,8.961444e-09,65536
v13,680,8.870422e-09,65536
v13,681,8.3629015e-09,65536
v13,682,8.235219e-09,65536
v13,683,8.036975e-09,65536
v13,684,7.873517e-09,65536
v13,685,7.641079e-09,65536
v13,686,7.555689e-09,65536
v13,687,7.353806e-09,65536
v13,688,7.316324e-09,65536
v13,689,7.177286e-09,65536
v13,690,6.8476087e-09,65536
v13,691,6.7034662e-09,65536
v13,692,6.4369217e-09,65536
v13,693,6.410869e-09,65536
v13,694,6.2909518e-09,65536
v13,695,5.880179e-09,65536
v13,696,5.750492e-09,65536
v13,697,5.6200475e-09,65536
v13,698,5.5677396e-09,65536
v13,699,5.4733493e-09,65536
v13,700,5.2698708e-09,65536
v13,701,5.0212026e-09,65536
v13,702,4.9252384e-09,65536
v13,703,4.8246744e-09,65536
v13,704,4.756766e-09,65536
v13,705,4.536258e-09,65536
v13,706,4.4323047e-09,65536
v13,707,4.351554e-09,65536
v13,708,4.218513e-09,65536
v13,709,4.1013877e-09,65536
v13,710,3.7209507e-09,65536
v13,711,3.6858014e-09,65536
v13,712,3.5925214e-09,65536
v13,713,3.53082e-09,65536
v13,714,3.4006042e-09,65536
v13,715,3.3524865e-09,65536
v13,716,3.2297576e-09,65536
v13,717,3.0566911e-09,65536
v13,718,2.920944e-09,65536
v13,719,2.8661211e-09,65536
v13,720,2.809479e-09,65536
v13,721,2.612349e-09,65536
v13,722,2.4002642e-09,65536
v13,723,2.2942612e-09,65536
v13,724,2.2415731e-09,65536
v13,725,2.0705557e-09,65536
v13,726,1.9992519e-09,65536
v13,727,1.9573547e-09,65536
v13,728,1.8512799e-09,65536
v13,729,1.8115625e-09,65536
v13,730,1.7914652e-09,65536
v13,731,1.7353434e-09,65536
v13,732,1.6889075e-09,65536
v13,733,1.5930687e-09,65536
v13,734,1.475132e-09,65536
v13,735,1.4434383e-09,65536
v13,736,1.4131761e-09,65536
v13,737,1.3414883e-09,65536
v13,738,1.2837734e-09,65536
v13,739,1.2253162e-09,65536
v13,740,1.1804581e-09,65536
v13,741,1.1317558e-09,65536
v13,742,9.885323e-10,65536
v13,743,9.676013e-10,65536
v13,744,8.726817e-10,65536
v13,745,8.4911805e-10,65536
v13,746,8.245151e-10,65536
v13,747,7.381971e-10,65536
v13,748,6.9389905e-10,65536
v13,749,6.768875e-10,65536
v13,750,4.9162185e-10,65536
v13,751,3.3997605e-10,65536
v13,752,2.7529415e-10,65536
v13,753,2.501703e-10,65536
v13,754,2.1440505e-10,65536
v13,755,1.871878e-10,65536
v13,756,1.6719547e-10,65536
v13,757,1.5288919e-10,65536
v13,758,1.4507236e-10,65536
v13,759,1.2197243e-10,65536
v13,760,1.1121202e-10,65536
v13,761,8.907508e-11,65536
v13,762,8.057114e-11,65536
v13,763,7.109695e-11,65536
v13,764,6.008332e-11,65536
v13,765,2.0701132e-11,65536
v13,766,2.8607537e-12,65536
v13,767,7.638544e-13,65536
v13,768,7.850226e-14,65536
v40,1,0.5449407,262144
v40,2,0.05081695,262144
v40,3,0.046760555,262144
v40,4,0.036075205,262144
v40,5,0.02856448,262144
v40,6,0.022393636,262144
v40,7,0.018058209,262144
v40,8,0.0142069515,262144
v40,9,0.0131293,262144
v40,10,0.009719824,262144
v40,11,0.009448296,262144
v40,12,0.008546072,262144
v40,13,0.007682129,262144
v40,14,0.0073460643,262144
v40,15,0.0059949607,262144
v40,16,0.00584122,262144
v40,17,0.0051631266,262144
v40,18,0.0047051134,262144
v40,19,0.0043940577,262144
v40,20,0.004288923,262144
v40,21,0.0039409166,262144
v40,22,0.0036579217,262144
v40,23,0.0034228445,262144
v40,24,0.003317717,262144
v40,25,0.0032914567,262144
v40,26,0.0030832177,262144
v40,27,0.002951619,262144
v40,28,0.002813182,262144
v40,29,0.002594046,262144
v40,30,0.002539769,262144
v40,31,0.0024947783,262144
v40,32,0.002414799,262144
v40,33,0.0022920175,262144
v40,34,0.002251626,262144
v40,35,0.002091369,262144
v40,36,0.0020253162,262144
v40,37,0.0019944846,262144
v40,38,0.0019370723,262144
v40,39,0.0018437257,262144
v40,40,0.0017687435,262144
v40,41,0.0017344195,262144
v40,42,0.0016829459,262144
v40,43,0.0016120366,262144
v40,44,0.0015455384,262144
v40,45,0.0015321738,262144
v40,46,0.0014661675,262144
v40,47,0.0014621656,262144
v40,48,0.0014283118,262144
v40,49,0.0013646242,262144
v40,50,0.0013132243,262144
v40,51,0.0012618508,262144
v40,52,0.0012457315,262144
v40,53,0.0012424542,262144
v40,54,0.0011821939,262144
v40,55,0.0011450959,262144
v40,56,0.0011295683,262144
v40,57,0.0011094596,262144
v40,58,0.0010913298,262144
v40,59,0.0010518539,262144
v40,60,0.0010116363,262144
v40,61,0.0010003388,262144
v40,62,0.0009786936,262144
v40,63,0.00095524156,262144
v40,64,0.0009368189,262144
v40,65,0.0008909911,262144
v40,66,0.00087864476,262144
v40,67,0.0008496778,262144
v40,68,0.00082818605,262144
v40,69,0.00081547274,262144
v40,70,0.0007957311,262144
v40,71,0.00078627584,262144
v40,72,0.0007665236,262144
v40,73,0.0007527697,262144
v40,74,0.00074236456,262144
v40,75,0.0007271283,262144
v40,76,0.00071698317,262144
v40,77,0.0007104613,262144
v40,78,0.0006962968,262144
v40,79,0.0006807739,262144
v40,80,0.00067023345,262144
v40,81,0.0006596617,262144
v40,82,0.0006432693,262144
v40,83,0.0006335446,262144
v40,84,0.00061437115,262144
v40,85,0.0006044429,262144
v40,86,0.0006024879,262144
v40,87,0.00059133314,262144
v40,88,0.0005842687,262144
v40,89,0.0005737307,262144
v40,90,0.00056545547,262144
