species,correct,total,accuracy
_OVERALL_,11708,52429,0.22331152606381965
Acoerulea,193,768,0.2513020833333333
Acomosus,282,880,0.32045454545454544
Ahypochondriacus,215,897,0.23968784838350055
Ahypogaea,95,837,0.1135005973715651
Aofficinalis,197,1034,0.19052224371373308
Athaliana,151,736,0.20516304347826086
Bdistachyon,141,806,0.17493796526054592
Bplatyphylla,141,889,0.15860517435320584
Bstricta,69,573,0.12041884816753927
Bvulgaris,161,938,0.17164179104477612
Carabica,126,831,0.15162454873646208
Carietinum,164,765,0.21437908496732025
Cavellana,139,872,0.15940366972477063
Ccitriodora,187,768,0.24348958333333334
Cclementina,86,790,0.10886075949367088
Cillinoinensis,140,894,0.15659955257270694
Ckanehirae,581,1161,0.5004306632213609
Cquinoa,148,913,0.16210295728368018
Crubella,129,714,0.18067226890756302
Csativus,198,754,0.2625994694960212
Dalata,252,814,0.3095823095823096
Dcarota,269,826,0.32566585956416466
Ecoracana,128,805,0.15900621118012423
Egrandis,170,764,0.22251308900523561
Esalsugineum,148,722,0.20498614958448755
Fvesca,164,770,0.21298701298701297
Gmax,127,861,0.14750290360046459
Hannuus,376,824,0.4563106796116505
Hvulgare,163,834,0.19544364508393286
Lalbus,287,811,0.35388409371146734
Lervoides,125,845,0.14792899408284024
Ljaponicus,107,865,0.12369942196531791
Lsativa,120,702,0.17094017094017094
Lusitatissimum,268,687,0.3901018922852984
Macuminata,269,782,0.34398976982097185
Mdomestica,113,772,0.14637305699481865
Mesculenta,253,848,0.2983490566037736
Msinensis,53,634,0.083596214511041
Mtruncatula,153,738,0.2073170731707317
Ncolorata,285,963,0.29595015576323985
Oeuropaea,137,651,0.21044546850998463
Osativa,153,765,0.2
Othomaeum,155,783,0.1979565772669221
Pamilis,229,769,0.2977893368010403
Ppersica,73,752,0.09707446808510638
Ptrichocarpa,154,809,0.1903584672435105
Ptrifoliata,88,783,0.1123882503192848
Pvaginatum,106,800,0.1325
Pvirgatum,138,785,0.17579617834394903
Qrubra,278,911,0.305159165751921
Rcommunis,91,593,0.15345699831365936
Sbicolor,120,788,0.15228426395939088
Soleracea,191,905,0.2110497237569061
Sparvula,134,723,0.18533886583679116
Spolyrhiza,351,638,0.5501567398119123
Spurpurea,130,805,0.16149068322981366
Sviridis,98,751,0.13049267643142476
Taestivum,101,802,0.1259351620947631
Tintermedium,104,805,0.12919254658385093
Vdarrowii,376,940,0.4
Vfaba,121,780,0.15512820512820513
Vunguiculata,113,788,0.1434010152284264
Vvinifera,323,918,0.35185185185185186
Zmarina,393,828,0.4746376811594203
Zmays,178,870,0.2045977011494253
