species,correct,total,accuracy
_OVERALL_,2349,52429,0.044803448473173246
Acoerulea,33,768,0.04296875
Acomosus,27,880,0.03068181818181818
Ahypochondriacus,55,897,0.06131549609810479
Ahypogaea,32,837,0.038231780167264036
Aofficinalis,43,1034,0.041586073500967116
Athaliana,17,736,0.02309782608695652
Bdistachyon,68,806,0.08436724565756824
Bplatyphylla,13,889,0.014623172103487065
Bstricta,7,573,0.012216404886561954
Bvulgaris,39,938,0.04157782515991471
Carabica,14,831,0.01684717208182912
Carietinum,73,765,0.09542483660130718
Cavellana,15,872,0.017201834862385322
Ccitriodora,25,768,0.032552083333333336
Cclementina,16,790,0.020253164556962026
Cillinoinensis,15,894,0.016778523489932886
Ckanehirae,166,1161,0.1429801894918174
Cquinoa,31,913,0.033953997809419496
Crubella,7,714,0.00980392156862745
Csativus,21,754,0.027851458885941646
Dalata,30,814,0.036855036855036855
Dcarota,20,826,0.024213075060532687
Ecoracana,47,805,0.058385093167701865
Egrandis,29,764,0.03795811518324607
Esalsugineum,14,722,0.019390581717451522
Fvesca,25,770,0.032467532467532464
Gmax,39,861,0.04529616724738676
Hannuus,16,824,0.019417475728155338
Hvulgare,78,834,0.09352517985611511
Lalbus,29,811,0.035758323057953144
Lervoides,38,845,0.04497041420118343
Ljaponicus,20,865,0.023121387283236993
Lsativa,27,702,0.038461538461538464
Lusitatissimum,53,687,0.07714701601164484
Macuminata,17,782,0.021739130434782608
Mdomestica,12,772,0.015544041450777202
Mesculenta,60,848,0.07075471698113207
Msinensis,19,634,0.02996845425867508
Mtruncatula,39,738,0.052845528455284556
Ncolorata,47,963,0.04880581516095535
Oeuropaea,11,651,0.016897081413210446
Osativa,36,765,0.047058823529411764
Othomaeum,38,783,0.04853128991060025
Pamilis,85,769,0.11053315994798439
Ppersica,13,752,0.017287234042553192
Ptrichocarpa,21,809,0.02595797280593325
Ptrifoliata,17,783,0.021711366538952746
Pvaginatum,68,800,0.085
Pvirgatum,50,785,0.06369426751592357
Qrubra,35,911,0.038419319429198684
Rcommunis,18,593,0.03035413153456998
Sbicolor,35,788,0.044416243654822336
Soleracea,21,905,0.023204419889502764
Sparvula,11,723,0.015214384508990318
Spolyrhiza,82,638,0.12852664576802508
Spurpurea,17,805,0.02111801242236025
Sviridis,54,751,0.07190412782956059
Taestivum,61,802,0.07605985037406483
Tintermedium,58,805,0.07204968944099378
Vdarrowii,54,940,0.0574468085106383
Vfaba,25,780,0.03205128205128205
Vunguiculata,44,788,0.05583756345177665
Vvinifera,21,918,0.02287581699346405
Zmarina,24,828,0.028985507246376812
Zmays,74,870,0.08505747126436781
