true_label,Acoerulea,Acomosus,Ahypochondriacus,Ahypogaea,Aofficinalis,Athaliana,Bdistachyon,Bplatyphylla,Bstricta,Bvulgaris,Carabica,Carietinum,Cavellana,Ccitriodora,Cclementina,Cillinoinensis,Ckanehirae,Cquinoa,Crubella,Csativus,Dalata,Dcarota,Ecoracana,Egrandis,Esalsugineum,Fvesca,Gmax,Hannuus,Hvulgare,Lalbus,Lervoides,Ljaponicus,Lsativa,Lusitatissimum,Macuminata,Mdomestica,Mesculenta,Msinensis,Mtruncatula,Ncolorata,Oeuropaea,Osativa,Othomaeum,Pamilis,Ppersica,Ptrichocarpa,Ptrifoliata,Pvaginatum,Pvirgatum,Qrubra,Rcommunis,Sbicolor,Soleracea,Sparvula,Spolyrhiza,Spurpurea,Sviridis,Taestivum,Tintermedium,Vdarrowii,Vfaba,Vunguiculata,Vvinifera,Zmarina,Zmays
Carietinum,14,2,18,30,7,2,1,4,1,7,3,219,3,2,9,3,4,6,5,28,9,12,2,1,2,1,58,8,0,31,42,19,15,2,3,3,2,1,29,0,11,0,1,6,6,2,14,2,0,9,8,1,9,2,1,6,0,2,1,1,23,31,10,8,3
Cavellana,12,13,11,11,12,0,0,116,4,10,12,2,153,12,20,34,50,24,3,12,12,1,2,7,3,4,7,6,0,9,7,10,5,1,5,21,6,1,14,23,11,0,3,16,27,15,11,3,1,50,1,5,6,1,0,5,0,0,2,29,4,3,17,4,3
Ccitriodora,3,10,6,0,5,1,14,5,2,5,16,1,5,207,4,6,24,2,0,6,3,0,6,165,6,8,1,3,5,1,1,4,0,12,17,5,2,3,2,57,15,13,4,6,5,4,10,3,4,4,1,1,4,6,6,10,9,2,5,20,0,1,7,3,2
Cclementina,7,12,19,18,12,2,0,18,4,7,29,14,17,3,109,8,4,13,3,15,14,28,0,11,3,9,27,1,0,9,7,14,4,5,5,8,28,1,17,6,14,1,3,3,20,18,110,0,0,14,19,2,5,3,0,24,0,3,1,6,9,8,10,5,1
Cillinoinensis,19,14,8,17,20,1,2,21,3,15,11,7,28,9,12,169,48,8,7,6,11,25,3,6,3,12,8,1,3,8,11,10,1,6,7,20,26,3,3,25,12,2,1,11,24,18,23,2,4,24,13,4,9,6,1,26,2,1,0,32,9,15,30,6,2
Ckanehirae,12,4,6,6,9,4,1,25,3,8,11,0,27,12,1,25,686,3,1,3,9,4,0,7,2,14,2,4,0,5,1,16,1,2,4,7,6,2,4,31,6,2,2,6,27,5,0,2,4,26,4,2,6,0,7,2,2,1,2,35,1,1,40,4,6
Cquinoa,30,7,61,11,26,2,0,16,4,83,17,12,12,1,7,4,8,216,2,2,8,19,1,2,3,10,10,15,3,19,10,11,11,5,4,8,8,0,17,4,10,4,1,28,15,5,8,1,4,39,3,1,57,0,2,6,1,3,3,9,3,7,7,3,4
Crubella,12,7,11,7,7,117,1,6,42,8,7,3,5,3,4,1,3,2,131,12,2,9,2,5,79,16,6,11,2,5,2,3,15,12,0,5,4,0,4,4,3,0,1,2,5,1,2,0,0,3,5,1,4,77,1,6,1,2,2,3,2,6,3,7,2
Csativus,17,5,27,8,7,12,2,11,3,8,12,28,6,5,8,6,11,8,7,256,5,1,0,6,10,4,18,2,0,16,15,15,12,6,3,6,2,0,22,5,21,0,1,3,8,5,13,2,1,13,8,0,7,12,1,7,0,0,0,6,7,18,14,12,0
Dalata,6,7,5,28,10,1,1,12,2,6,9,13,9,3,13,20,18,12,1,4,281,13,6,1,0,13,24,0,6,17,7,21,5,4,17,4,18,1,8,10,4,3,1,5,8,29,11,1,3,26,5,1,2,1,2,32,4,1,2,1,5,6,19,5,1
Dcarota,37,15,16,11,19,3,3,2,6,17,2,19,2,1,20,11,4,16,3,3,5,343,2,3,6,11,13,10,2,19,16,10,2,5,1,11,6,1,16,3,15,1,4,5,3,2,16,1,1,2,4,1,12,6,1,11,1,3,0,2,13,10,1,14,2
Ecoracana,8,7,1,0,4,1,63,1,1,2,3,2,0,5,3,2,2,0,4,0,3,6,147,5,0,6,0,2,43,0,0,7,0,2,19,4,2,17,2,15,0,38,106,1,2,1,2,39,22,0,1,46,2,1,4,0,47,29,34,0,1,1,2,4,33
Egrandis,5,9,2,1,15,2,13,2,2,4,17,0,4,170,5,6,9,2,0,3,4,3,7,231,2,6,0,1,4,0,3,1,2,19,13,17,2,4,2,46,15,7,3,13,9,2,3,1,0,1,1,1,6,4,7,3,2,8,7,21,4,1,4,1,2
Esalsugineum,6,7,4,7,3,83,0,0,52,5,3,4,1,0,2,6,0,3,73,10,1,5,0,12,171,8,0,9,1,1,9,1,10,19,4,6,2,0,6,8,3,2,3,1,1,4,7,1,2,1,1,0,7,104,4,5,1,0,1,10,7,6,0,9,0
Fvesca,43,20,4,5,27,15,6,9,2,13,14,3,6,6,3,11,21,11,14,4,7,11,4,16,3,196,0,6,8,5,6,20,1,17,10,33,1,3,5,16,4,6,8,7,21,8,4,0,4,7,5,3,11,4,1,3,1,5,4,33,2,4,3,10,7
Gmax,10,2,11,38,5,2,0,8,2,9,8,42,7,2,16,14,10,14,1,11,26,8,0,2,3,5,179,3,1,31,14,43,7,1,10,3,20,1,27,5,5,1,2,3,15,15,17,0,0,34,10,0,4,3,2,15,2,2,1,2,10,78,34,2,3
Hannuus,7,13,14,2,10,6,2,6,5,7,2,3,2,1,6,0,4,11,6,1,2,19,0,0,7,5,4,453,8,5,14,10,35,13,1,20,0,1,5,5,2,3,2,6,1,1,5,1,2,1,0,2,27,3,0,1,3,1,1,17,12,4,0,10,4
Hvulgare,1,7,1,0,5,0,68,2,0,1,1,1,1,1,1,0,0,0,2,0,0,3,32,3,2,4,0,6,198,3,1,1,1,4,3,5,1,15,3,15,0,36,25,1,1,0,1,48,27,0,1,24,6,2,4,1,34,83,89,10,3,1,1,3,41
Lalbus,14,7,25,6,15,3,0,4,1,22,2,30,1,1,8,3,7,6,1,12,5,16,0,1,1,6,45,9,1,322,20,53,8,1,7,0,3,0,29,1,5,1,3,1,3,6,5,0,2,14,6,1,10,1,0,1,3,0,2,6,10,17,9,8,1
Lervoides,28,4,36,14,19,9,1,5,7,12,0,42,3,4,7,11,8,6,8,23,14,16,1,3,12,4,17,12,0,31,168,17,16,4,3,8,7,0,44,4,20,1,1,2,3,5,7,2,2,2,5,0,16,4,1,8,0,0,1,9,77,26,11,14,0
Ljaponicus,24,5,18,18,28,4,1,16,3,28,16,7,9,6,16,8,26,11,5,7,20,8,2,3,4,19,30,8,1,38,16,171,3,8,12,11,7,2,24,9,7,3,3,7,14,12,17,2,0,19,11,1,14,3,1,11,1,1,1,15,16,18,32,3,1
Lsativa,18,5,21,9,19,2,0,2,12,9,2,20,5,6,2,4,9,10,6,24,6,6,0,1,8,8,8,38,2,16,21,10,183,2,3,10,2,4,26,0,6,1,0,20,5,5,3,1,0,14,6,1,22,8,3,4,2,2,2,11,16,11,8,7,5
Lusitatissimum,0,7,7,1,7,8,5,0,8,6,4,5,1,17,4,2,2,2,9,0,2,3,2,8,15,21,0,13,4,0,3,5,8,360,8,17,0,2,2,7,4,1,1,20,3,0,2,0,4,0,2,2,10,11,4,5,5,5,0,7,2,0,2,17,5
Macuminata,12,16,5,3,24,2,5,2,0,8,5,8,0,22,5,4,10,6,8,2,20,4,27,18,1,16,13,0,6,13,2,12,4,7,278,5,3,5,2,37,1,11,21,0,2,4,3,2,5,0,8,13,0,1,21,10,3,7,4,1,6,10,11,10,8
Mdomestica,9,12,12,4,21,5,8,8,10,10,11,1,7,17,8,12,17,9,10,6,1,11,2,17,7,22,4,23,4,2,6,19,12,20,4,138,2,3,10,25,17,2,2,10,27,4,13,3,1,2,0,3,17,17,5,6,1,10,3,65,11,4,5,11,4
Mesculenta,8,4,4,25,7,4,0,17,4,4,24,11,4,5,31,16,13,15,1,6,14,5,0,4,2,3,29,1,1,15,2,12,1,2,5,5,311,2,2,4,5,1,4,7,13,21,18,1,2,27,45,1,2,0,4,17,2,0,1,2,5,8,30,6,3
Msinensis,5,5,0,0,5,0,33,0,0,0,2,0,1,2,0,0,4,1,0,0,0,0,50,5,0,5,0,1,24,1,0,0,1,7,2,1,0,55,0,9,2,30,46,1,2,0,0,60,37,0,3,57,2,2,6,0,45,39,29,1,1,0,1,0,51
Mtruncatula,25,4,42,7,8,3,0,10,1,15,5,44,12,1,15,4,2,14,6,24,7,11,0,0,1,4,20,8,0,39,41,19,15,1,1,4,2,1,178,3,13,2,0,7,8,7,8,0,0,21,2,1,5,3,1,3,0,2,1,5,21,20,6,4,1
Ncolorata,12,11,3,5,13,2,9,9,3,3,20,0,7,50,4,11,44,3,3,3,7,2,8,54,9,15,4,4,11,3,3,7,1,10,23,18,7,2,5,373,6,5,6,2,16,16,4,4,4,6,6,11,4,6,11,7,2,5,4,21,2,3,12,11,8
Oeuropaea,19,4,22,10,14,4,0,11,5,16,19,13,7,8,14,6,7,11,0,18,0,14,2,5,4,4,5,4,7,4,16,9,6,5,1,19,6,0,29,6,141,1,0,16,10,3,27,1,2,8,10,2,7,4,3,6,2,1,0,16,8,10,5,12,2
Osativa,11,15,2,3,8,1,41,0,2,5,6,0,3,3,5,4,4,3,1,0,1,8,38,4,1,10,1,4,19,3,1,1,2,3,14,4,2,15,2,11,1,227,25,6,4,2,1,33,34,1,0,48,3,1,3,4,42,15,15,10,0,2,0,0,27
Othomaeum,6,7,1,3,2,0,72,3,0,2,6,0,0,2,1,3,4,2,1,0,2,8,86,3,1,9,2,1,24,0,0,7,0,7,12,0,0,28,0,11,0,35,168,0,2,1,0,41,27,1,0,36,2,1,4,6,46,22,25,4,0,3,2,0,41
Pamilis,13,2,29,5,14,0,2,13,1,28,18,2,9,8,5,7,36,22,0,6,11,9,0,11,0,15,7,13,5,7,7,14,7,10,2,11,2,3,7,4,9,2,2,246,13,5,3,4,1,10,2,1,24,1,2,1,4,3,1,43,1,4,15,2,5
Ppersica,21,5,8,8,15,2,2,29,2,10,26,5,18,8,16,22,40,5,3,8,8,9,3,8,2,32,4,2,3,4,8,20,2,6,4,36,4,1,5,31,4,6,1,21,115,19,21,1,2,21,6,3,10,4,1,12,0,3,3,19,3,7,22,2,1
Ptrichocarpa,8,2,4,4,9,6,1,15,4,6,22,9,10,5,14,21,18,5,4,14,17,7,0,5,2,3,23,3,1,6,4,9,4,4,8,4,25,3,6,17,3,1,1,2,13,215,19,0,2,17,11,0,6,2,2,133,1,0,1,7,1,7,22,7,4
Ptrifoliata,8,6,16,16,12,4,3,19,3,5,37,14,13,0,100,18,9,7,1,5,16,21,1,3,5,2,24,5,1,8,14,9,3,4,5,22,19,3,12,17,26,1,0,6,21,15,115,0,1,11,26,1,6,3,0,21,0,2,0,9,6,9,6,7,1
Pvaginatum,3,2,2,1,5,1,50,0,1,0,1,0,0,5,1,1,2,2,0,2,0,2,52,5,0,4,1,2,44,2,1,0,0,2,3,2,0,36,0,10,0,32,41,3,1,0,0,154,59,0,0,56,1,0,3,2,58,30,43,3,0,0,2,1,66
Pvirgatum,2,2,0,0,7,1,34,1,0,2,3,0,0,4,1,0,0,2,2,0,3,1,33,6,1,5,0,3,33,1,1,2,0,1,4,3,1,24,2,8,0,42,37,2,1,0,1,76,157,1,0,50,3,0,2,2,73,41,45,2,0,0,2,1,54
Qrubra,12,7,16,12,6,3,0,36,1,15,14,6,37,2,6,15,33,25,2,5,10,6,1,3,2,10,29,0,2,13,7,18,4,0,2,3,9,0,22,4,4,1,0,9,17,7,5,2,1,361,8,4,6,1,1,5,0,1,1,9,4,8,53,1,4
Rcommunis,5,9,5,24,7,1,0,4,0,5,23,19,6,1,20,12,6,10,1,14,11,9,0,3,2,3,19,0,0,10,3,5,5,1,9,1,60,0,3,5,3,1,2,8,12,19,26,0,1,19,121,0,3,0,2,11,2,1,2,0,7,10,21,1,0
Sbicolor,4,9,0,2,9,1,33,1,0,3,11,0,0,4,0,3,2,0,1,0,2,4,57,0,2,8,0,0,20,0,0,2,0,2,12,3,0,41,3,16,1,44,52,0,0,2,2,61,41,0,2,152,3,1,2,0,50,22,28,7,0,1,1,0,61
Soleracea,27,7,55,14,26,5,4,5,1,60,18,3,3,9,8,8,4,40,1,8,1,13,1,6,3,19,9,52,9,7,16,14,3,6,4,14,4,1,14,6,14,5,3,11,11,3,6,2,1,7,3,1,253,3,2,5,0,5,4,26,11,7,6,6,2
Sparvula,4,3,5,4,4,99,2,0,54,2,3,2,1,3,1,4,0,1,62,9,0,4,2,12,138,5,3,12,4,1,11,2,6,22,5,7,0,0,5,8,2,0,0,1,4,5,2,3,0,0,0,3,1,145,3,5,1,0,2,9,6,11,0,9,1
Spolyrhiza,1,7,2,0,12,2,17,1,3,2,1,3,1,20,0,3,17,0,2,1,1,1,2,21,4,1,3,1,5,5,1,4,0,10,18,4,3,2,2,20,12,2,2,4,1,4,1,3,6,0,1,3,1,3,348,2,2,4,4,4,1,1,12,6,8
Spurpurea,1,2,4,9,3,1,1,12,6,11,16,6,4,6,16,24,19,3,2,7,29,7,2,5,7,5,15,2,2,9,5,17,6,0,2,10,16,0,6,18,2,0,1,2,9,147,17,0,1,11,16,1,4,3,2,220,0,1,2,3,6,8,29,4,0
Sviridis,2,2,1,1,2,0,60,0,0,1,2,0,0,5,1,0,5,1,0,0,2,3,63,4,0,5,0,1,29,1,2,1,0,5,6,2,0,23,0,16,0,36,46,3,1,2,0,69,73,0,1,31,2,0,2,1,113,37,48,4,0,0,0,0,36
Taestivum,1,1,0,1,4,0,61,0,1,1,1,0,0,4,1,1,2,0,2,0,2,0,30,8,1,3,0,1,116,0,1,1,1,2,6,0,0,15,2,9,4,17,26,3,1,0,1,47,40,0,0,41,6,1,9,2,49,117,119,2,2,0,0,0,36
Tintermedium,4,4,0,1,1,1,70,2,0,2,1,0,4,3,1,0,1,0,0,1,4,0,43,8,0,1,0,4,98,0,0,1,0,5,5,3,0,24,3,5,3,29,32,0,1,0,0,54,40,0,2,21,3,0,6,4,50,101,110,6,0,0,0,2,41
Vdarrowii,11,9,5,1,12,5,7,12,1,19,23,1,10,22,0,15,27,6,1,1,0,1,0,24,2,21,0,11,6,3,5,3,4,15,1,45,2,2,4,28,14,5,5,18,20,4,5,1,4,5,1,5,24,5,2,4,4,3,5,419,3,4,6,1,8
Vfaba,11,3,16,17,18,10,0,5,1,12,2,54,1,3,11,5,6,11,6,20,5,14,2,3,5,12,18,6,2,19,87,19,11,1,6,8,7,0,35,9,13,1,0,2,1,5,7,1,1,6,1,0,17,5,4,9,0,3,5,5,137,44,18,11,3
Vunguiculata,9,4,15,29,4,5,1,5,3,5,4,60,4,7,5,13,5,12,4,28,14,9,0,1,7,4,74,4,4,37,22,26,8,4,2,10,16,0,19,8,4,2,2,5,12,6,9,1,2,6,9,2,2,7,1,10,0,0,1,3,14,167,19,9,4
Vvinifera,6,0,5,9,2,0,1,17,0,5,6,7,19,4,5,22,54,7,2,19,16,3,0,6,2,8,25,0,5,11,1,14,2,1,6,4,27,3,4,7,0,1,0,18,13,14,6,0,0,36,13,1,3,1,4,12,0,2,2,4,4,18,425,4,2
Zmarina,8,8,6,5,21,8,3,4,5,3,3,9,2,3,10,2,20,3,6,8,7,25,0,2,11,3,4,18,3,5,9,11,8,27,3,10,18,2,5,7,8,1,5,0,3,4,1,1,1,4,2,0,8,15,2,6,2,2,4,5,11,2,7,414,5
Zmays,6,6,1,0,3,1,39,0,1,2,0,0,2,1,0,2,4,0,1,0,1,1,57,4,0,4,1,1,40,2,0,2,3,0,17,2,0,42,0,8,2,37,43,1,3,0,1,66,44,0,0,68,2,1,3,1,49,25,32,2,2,1,1,1,231
