target,n_classes,n_components,accuracy,f1_macro
species,1,0,1.0,1.0
species,1,1,1.0,1.0
species,1,2,1.0,1.0
species,1,3,1.0,1.0
species,1,4,1.0,1.0
species,1,8,1.0,1.0
species,1,16,1.0,1.0
species,1,32,1.0,1.0
species,1,64,1.0,1.0
species,1,128,1.0,1.0
species,1,256,1.0,1.0
species,1,512,1.0,1.0
species,1,1024,1.0,1.0
species,1,1536,1.0,1.0
gc_content,5,0,0.20415013732072018,0.20406971492077788
gc_content,5,1,0.2273420811718035,0.22389695751584768
gc_content,5,2,0.22032346658529142,0.22019799039387228
gc_content,5,3,0.24107415318889228,0.23763145193961877
gc_content,5,4,0.2554165395178517,0.25312980087997683
gc_content,5,8,0.2700640830027464,0.26770375407610747
gc_content,5,16,0.28501678364357647,0.28124131714002865
gc_content,5,32,0.29508696978944154,0.28968447691189797
gc_content,5,64,0.30363137015563013,0.2990740610779251
gc_content,5,128,0.3295697284101312,0.3227153933018234
gc_content,5,256,0.3335367714372902,0.32889793555022306
gc_content,5,512,0.3332316142813549,0.32881797794630296
gc_content,5,1024,0.3240768996032957,0.320898267469507
gc_content,5,1536,0.3106499847421422,0.3068327420657866
repeat_fraction,5,0,0.21299969484284406,0.21190497669050826
repeat_fraction,5,1,0.255721696673787,0.24568632773214052
repeat_fraction,5,2,0.2783033262129997,0.2765962373968914
repeat_fraction,5,3,0.31675312786084836,0.3157086093576084
repeat_fraction,5,4,0.3277387854745194,0.3257369037036678
repeat_fraction,5,8,0.3695453158376564,0.3669941596499111
repeat_fraction,5,16,0.4211168751907232,0.41867276438433143
repeat_fraction,5,32,0.4342386328959414,0.43135828283527466
repeat_fraction,5,64,0.47268843454379006,0.47009765096615475
repeat_fraction,5,128,0.4653646628013427,0.46502410269821653
repeat_fraction,5,256,0.45834604821483066,0.457468818944192
repeat_fraction,5,512,0.4693317058285017,0.46926248598103387
repeat_fraction,5,1024,0.4519377479401892,0.4499533268728716
repeat_fraction,5,1536,0.4568202624351541,0.45463808277802176
kmer_entropy_1,5,0,0.1959108941104669,0.19575218370521513
kmer_entropy_1,5,1,0.2456515105279219,0.24191534967811412
kmer_entropy_1,5,2,0.27494659749771133,0.2679164358059801
kmer_entropy_1,5,3,0.29813854134879464,0.29059246224184876
kmer_entropy_1,5,4,0.3201098565761367,0.31309560584719714
kmer_entropy_1,5,8,0.34452242905096125,0.3359102722072183
kmer_entropy_1,5,16,0.3918217882209338,0.38246715483483296
kmer_entropy_1,5,32,0.43179737564845894,0.42414768786387735
kmer_entropy_1,5,64,0.4385108330790357,0.42963187104604134
kmer_entropy_1,5,128,0.44278303326213,0.4360390118486466
kmer_entropy_1,5,256,0.4354592615196826,0.42856804320578645
kmer_entropy_1,5,512,0.450717119316448,0.4427443300312185
kmer_entropy_1,5,1024,0.43210253280439426,0.4258742796700945
kmer_entropy_1,5,1536,0.4336283185840708,0.42490331428773864
kmer_entropy_3,5,0,0.20323466585291425,0.2030010998591587
kmer_entropy_3,5,1,0.4028074458346048,0.3994341551816907
kmer_entropy_3,5,2,0.4522429050961245,0.45106049077883126
kmer_entropy_3,5,3,0.45834604821483066,0.4579377549226269
kmer_entropy_3,5,4,0.4693317058285017,0.46801380918940644
kmer_entropy_3,5,8,0.49160817821177905,0.4908863849387739
kmer_entropy_3,5,16,0.5340250228867867,0.534504065139445
kmer_entropy_3,5,32,0.5526396093988404,0.552576193924969
kmer_entropy_3,5,64,0.5648458956362526,0.5645503848164088
kmer_entropy_3,5,128,0.5529447665547758,0.5533728409460515
kmer_entropy_3,5,256,0.5529447665547758,0.5532651378907903
kmer_entropy_3,5,512,0.5578272810497407,0.5566398948781186
kmer_entropy_3,5,1024,0.5520292950869697,0.5502432060829867
kmer_entropy_3,5,1536,0.5407384803173635,0.5395501048133049
kmer_entropy_9,5,0,0.20231919438510834,0.20188919768106092
kmer_entropy_9,5,1,0.5456209948123284,0.5422776002293286
kmer_entropy_9,5,2,0.5730851388465059,0.5748177575551339
kmer_entropy_9,5,3,0.5865120537076595,0.5891058743841581
kmer_entropy_9,5,4,0.5895636252670126,0.5921726346835403
kmer_entropy_9,5,8,0.614891669209643,0.6177485797449689
kmer_entropy_9,5,16,0.6396093988404028,0.6408090025601749
kmer_entropy_9,5,32,0.6536466280134269,0.6553371391708392
kmer_entropy_9,5,64,0.6612755569118096,0.6625548197496054
kmer_entropy_9,5,128,0.664632285627098,0.6655708651133696
kmer_entropy_9,5,256,0.668599328654257,0.669426281039879
kmer_entropy_9,5,512,0.6689044858101922,0.669042616107799
kmer_entropy_9,5,1024,0.6490692706743973,0.6489483119799682
kmer_entropy_9,5,1536,0.6560878852609093,0.6562996693785876
dinuc_CG,1,0,1.0,1.0
dinuc_CG,1,1,1.0,1.0
dinuc_CG,1,2,1.0,1.0
dinuc_CG,1,3,1.0,1.0
dinuc_CG,1,4,1.0,1.0
dinuc_CG,1,8,1.0,1.0
dinuc_CG,1,16,1.0,1.0
dinuc_CG,1,32,1.0,1.0
dinuc_CG,1,64,1.0,1.0
dinuc_CG,1,128,1.0,1.0
dinuc_CG,1,256,1.0,1.0
dinuc_CG,1,512,1.0,1.0
dinuc_CG,1,1024,1.0,1.0
dinuc_CG,1,1536,1.0,1.0
dinuc_GC,1,0,1.0,1.0
dinuc_GC,1,1,1.0,1.0
dinuc_GC,1,2,1.0,1.0
dinuc_GC,1,3,1.0,1.0
dinuc_GC,1,4,1.0,1.0
dinuc_GC,1,8,1.0,1.0
dinuc_GC,1,16,1.0,1.0
dinuc_GC,1,32,1.0,1.0
dinuc_GC,1,64,1.0,1.0
dinuc_GC,1,128,1.0,1.0
dinuc_GC,1,256,1.0,1.0
dinuc_GC,1,512,1.0,1.0
dinuc_GC,1,1024,1.0,1.0
dinuc_GC,1,1536,1.0,1.0
dinuc_AT,5,0,0.20323466585291425,0.20290603506349753
dinuc_AT,5,1,0.28013426914861156,0.2619023189313242
dinuc_AT,5,2,0.27982911199267624,0.26954631686398056
dinuc_AT,5,3,0.2978333841928593,0.289356281525553
dinuc_AT,5,4,0.30485199877937136,0.29546979992092304
dinuc_AT,5,8,0.3249923710711016,0.31614357222759215
dinuc_AT,5,16,0.34055538602380225,0.332669097151412
dinuc_AT,5,32,0.3457430576747025,0.33835476835109396
dinuc_AT,5,64,0.36832468721391515,0.36157588859231354
dinuc_AT,5,128,0.36771437290204456,0.3612818346218355
dinuc_AT,5,256,0.36466280134269147,0.35810692895509366
dinuc_AT,5,512,0.37320720170888005,0.36820496042124945
dinuc_AT,5,1024,0.370155630149527,0.365110098923837
dinuc_AT,5,1536,0.3787000305157156,0.37412977968371036
dinuc_TA,5,0,0.21177906621910284,0.2117783902038446
dinuc_TA,5,1,0.29508696978944154,0.27026380460629196
dinuc_TA,5,2,0.29447665547757096,0.27767390041284135
dinuc_TA,5,3,0.28593225511138237,0.27331771866864607
dinuc_TA,5,4,0.2923405553860238,0.28068552354616083
dinuc_TA,5,8,0.3158376563930424,0.30719018874743964
dinuc_TA,5,16,0.336283185840708,0.3292543926230898
dinuc_TA,5,32,0.3426914861153494,0.33593573867736976
dinuc_TA,5,64,0.34940494354592616,0.34285345338512885
dinuc_TA,5,128,0.3573390296002441,0.3501888365084148
dinuc_TA,5,256,0.366188587122368,0.36012012611048194
dinuc_TA,5,512,0.3719865730851388,0.36426449381512516
dinuc_TA,5,1024,0.37259688739700947,0.3682190001661313
dinuc_TA,5,1536,0.3689350015257858,0.36348401430988686
dinuc_AA,1,0,1.0,1.0
dinuc_AA,1,1,1.0,1.0
dinuc_AA,1,2,1.0,1.0
dinuc_AA,1,3,1.0,1.0
dinuc_AA,1,4,1.0,1.0
dinuc_AA,1,8,1.0,1.0
dinuc_AA,1,16,1.0,1.0
dinuc_AA,1,32,1.0,1.0
dinuc_AA,1,64,1.0,1.0
dinuc_AA,1,128,1.0,1.0
dinuc_AA,1,256,1.0,1.0
dinuc_AA,1,512,1.0,1.0
dinuc_AA,1,1024,1.0,1.0
dinuc_AA,1,1536,1.0,1.0
dinuc_TT,3,0,0.5709490387549588,0.24229474229474232
dinuc_TT,3,1,0.5608788526090936,0.2968559616124086
dinuc_TT,3,2,0.5767470247177297,0.3413965957543113
dinuc_TT,3,3,0.5804089105889533,0.35935556177980416
dinuc_TT,3,4,0.5804089105889533,0.3728247839506993
dinuc_TT,3,8,0.5807140677448887,0.3988090567991918
dinuc_TT,3,16,0.5904790967348185,0.4184507024589186
dinuc_TT,3,32,0.6060421116875191,0.45195860890277334
dinuc_TT,3,64,0.6209948123283491,0.4726851386888158
dinuc_TT,3,128,0.6283185840707964,0.484682144795588
dinuc_TT,3,256,0.6310649984742143,0.4872145462927726
dinuc_TT,3,512,0.6216051266402197,0.47132174813965655
dinuc_TT,3,1024,0.6222154409520904,0.4640471767693448
dinuc_TT,3,1536,0.6231309124198963,0.458708947123659
