target,n_classes,n_components,accuracy,f1_macro
species,1,0,1.0,1.0
species,1,1,1.0,1.0
species,1,2,1.0,1.0
species,1,3,1.0,1.0
species,1,4,1.0,1.0
species,1,8,1.0,1.0
species,1,16,1.0,1.0
species,1,32,1.0,1.0
species,1,64,1.0,1.0
species,1,128,1.0,1.0
species,1,256,1.0,1.0
species,1,512,1.0,1.0
species,1,1024,1.0,1.0
species,1,1536,1.0,1.0
gc_content,5,0,0.18828196521208423,0.1878448135961424
gc_content,5,1,0.23893805309734514,0.23055263733860548
gc_content,5,2,0.23069880988709185,0.22628228040648576
gc_content,5,3,0.25663716814159293,0.25197687389488926
gc_content,5,4,0.25694232529752825,0.2504497805378364
gc_content,5,8,0.2725053402502289,0.26606359373814836
gc_content,5,16,0.28562709795544705,0.27937013847189823
gc_content,5,32,0.3109551418980775,0.3036987795909655
gc_content,5,64,0.3109551418980775,0.303716777416807
gc_content,5,128,0.32041501373207204,0.31361832980614474
gc_content,5,256,0.3225511138236192,0.31586113961521367
gc_content,5,512,0.31675312786084836,0.3099152987687783
gc_content,5,1024,0.29996948428440645,0.29376064932377954
gc_content,5,1536,0.3072932560268538,0.30173194660902236
repeat_fraction,5,0,0.1916386939273726,0.19123258598115303
repeat_fraction,5,1,0.2871528837351236,0.27431157728165795
repeat_fraction,5,2,0.3256026853829722,0.30347392353787755
repeat_fraction,5,3,0.3524565151052792,0.32883745825287064
repeat_fraction,5,4,0.36862984436985047,0.34768547555603674
repeat_fraction,5,8,0.5102227647238328,0.5040802599681603
repeat_fraction,5,16,0.5294476655477571,0.5246898544620077
repeat_fraction,5,32,0.5425694232529753,0.5371049324537042
repeat_fraction,5,64,0.5471467805920048,0.5417153895439788
repeat_fraction,5,128,0.5444003661885871,0.5391167899991155
repeat_fraction,5,256,0.5477570949038755,0.5428601677121874
repeat_fraction,5,512,0.5401281660054928,0.5324525829721632
repeat_fraction,5,1024,0.541348794629234,0.5347585678459126
repeat_fraction,5,1536,0.5337198657308514,0.5254457395502747
kmer_entropy_1,5,0,0.2007934086054318,0.20060327594680744
kmer_entropy_1,5,1,0.2609093683246872,0.2572593335774017
kmer_entropy_1,5,2,0.3170582850167836,0.3015569474924583
kmer_entropy_1,5,3,0.3378089716203845,0.32278916584060696
kmer_entropy_1,5,4,0.34543790051876716,0.3317862447143102
kmer_entropy_1,5,8,0.4202014037229173,0.4123977159948266
kmer_entropy_1,5,16,0.44156240463838875,0.4341944381888704
kmer_entropy_1,5,32,0.47238327738785474,0.4660575764616735
kmer_entropy_1,5,64,0.48184314922184923,0.4757697800823963
kmer_entropy_1,5,128,0.47665547757094906,0.4728917313264673
kmer_entropy_1,5,256,0.4702471772963076,0.46495420104447654
kmer_entropy_1,5,512,0.4888617638083613,0.4828686230751121
kmer_entropy_1,5,1024,0.4729935916997254,0.4674774225971354
kmer_entropy_1,5,1536,0.4711626487641135,0.4639801615323398
kmer_entropy_3,5,0,0.20201403722917302,0.20205818903674838
kmer_entropy_3,5,1,0.5715593530668294,0.5671431000410426
kmer_entropy_3,5,2,0.5657613671040586,0.5618313171345433
kmer_entropy_3,5,3,0.5581324382056759,0.5551869087911167
kmer_entropy_3,5,4,0.580103753433018,0.5772471696551823
kmer_entropy_3,5,8,0.5859017393957888,0.5839902479691774
kmer_entropy_3,5,16,0.6197741837046079,0.6181826053439426
kmer_entropy_3,5,32,0.6536466280134269,0.6535354957432261
kmer_entropy_3,5,64,0.6673787000305157,0.6675579577894588
kmer_entropy_3,5,128,0.6631064998474214,0.6638320783306375
kmer_entropy_3,5,256,0.6713457430576747,0.671053118013283
kmer_entropy_3,5,512,0.668599328654257,0.6682106120121033
kmer_entropy_3,5,1024,0.6588342996643272,0.6584308617268143
kmer_entropy_3,5,1536,0.6628013426914862,0.6627556376250292
kmer_entropy_9,5,0,0.20262435154104363,0.20183886207803398
kmer_entropy_9,5,1,0.6817210863594751,0.6800748605220768
kmer_entropy_9,5,2,0.6942325297528227,0.6939485059505326
kmer_entropy_9,5,3,0.7076594446139762,0.7078535320222302
kmer_entropy_9,5,4,0.7268843454379005,0.7268433627410614
kmer_entropy_9,5,8,0.7531278608483369,0.7526793138295169
kmer_entropy_9,5,16,0.7650289899298138,0.7659402020890246
kmer_entropy_9,5,32,0.7747940189197436,0.7753432332675322
kmer_entropy_9,5,64,0.7747940189197436,0.7754256048467243
kmer_entropy_9,5,128,0.7784559047909674,0.779296332319001
kmer_entropy_9,5,256,0.7659444613976197,0.7666840243957014
kmer_entropy_9,5,512,0.7689960329569728,0.7699204033880376
kmer_entropy_9,5,1024,0.7677754043332317,0.7690141402570745
kmer_entropy_9,5,1536,0.7659444613976197,0.7660115915733309
dinuc_CG,1,0,1.0,1.0
dinuc_CG,1,1,1.0,1.0
dinuc_CG,1,2,1.0,1.0
dinuc_CG,1,3,1.0,1.0
dinuc_CG,1,4,1.0,1.0
dinuc_CG,1,8,1.0,1.0
dinuc_CG,1,16,1.0,1.0
dinuc_CG,1,32,1.0,1.0
dinuc_CG,1,64,1.0,1.0
dinuc_CG,1,128,1.0,1.0
dinuc_CG,1,256,1.0,1.0
dinuc_CG,1,512,1.0,1.0
dinuc_CG,1,1024,1.0,1.0
dinuc_CG,1,1536,1.0,1.0
dinuc_GC,1,0,1.0,1.0
dinuc_GC,1,1,1.0,1.0
dinuc_GC,1,2,1.0,1.0
dinuc_GC,1,3,1.0,1.0
dinuc_GC,1,4,1.0,1.0
dinuc_GC,1,8,1.0,1.0
dinuc_GC,1,16,1.0,1.0
dinuc_GC,1,32,1.0,1.0
dinuc_GC,1,64,1.0,1.0
dinuc_GC,1,128,1.0,1.0
dinuc_GC,1,256,1.0,1.0
dinuc_GC,1,512,1.0,1.0
dinuc_GC,1,1024,1.0,1.0
dinuc_GC,1,1536,1.0,1.0
dinuc_AT,5,0,0.20109856576136712,0.19643095026464769
dinuc_AT,5,1,0.24595666768385718,0.23789056672079772
dinuc_AT,5,2,0.24412572474824534,0.23899617564239675
dinuc_AT,5,3,0.2621299969484284,0.2577123499830314
dinuc_AT,5,4,0.25663716814159293,0.2525762363902241
dinuc_AT,5,8,0.2841013121757705,0.2785335749930923
dinuc_AT,5,16,0.2917302410741532,0.2833684600806682
dinuc_AT,5,32,0.30851388465059504,0.2990024017978519
dinuc_AT,5,64,0.31370155630149527,0.3053778308618312
dinuc_AT,5,128,0.32163564235581327,0.31159585837202103
dinuc_AT,5,256,0.335367714372902,0.3275958933696651
dinuc_AT,5,512,0.3066829417149832,0.2974357637183853
dinuc_AT,5,1024,0.3063777845590479,0.2970281634662358
dinuc_AT,5,1536,0.3091241989624657,0.2997933306078743
dinuc_TA,5,0,0.21605126640219713,0.20173738371510072
dinuc_TA,5,1,0.25358559658223984,0.24376111108566406
dinuc_TA,5,2,0.2590784253890754,0.2510645282813664
dinuc_TA,5,3,0.2581629539212695,0.24935855190408981
dinuc_TA,5,4,0.25663716814159293,0.24904965656409467
dinuc_TA,5,8,0.2883735123588648,0.2820365293241564
dinuc_TA,5,16,0.29020445529447664,0.28445645933328717
dinuc_TA,5,32,0.29356118400976505,0.2878882006864164
dinuc_TA,5,64,0.2938663411657003,0.28601106344732535
dinuc_TA,5,128,0.29630759841318277,0.2883826672530038
dinuc_TA,5,256,0.29050961245041196,0.28213145742442325
dinuc_TA,5,512,0.2834909978638999,0.27576835064247357
dinuc_TA,5,1024,0.28532194079951173,0.2773766115438536
dinuc_TA,5,1536,0.27525175465364665,0.2650880991688772
dinuc_AA,1,0,1.0,1.0
dinuc_AA,1,1,1.0,1.0
dinuc_AA,1,2,1.0,1.0
dinuc_AA,1,3,1.0,1.0
dinuc_AA,1,4,1.0,1.0
dinuc_AA,1,8,1.0,1.0
dinuc_AA,1,16,1.0,1.0
dinuc_AA,1,32,1.0,1.0
dinuc_AA,1,64,1.0,1.0
dinuc_AA,1,128,1.0,1.0
dinuc_AA,1,256,1.0,1.0
dinuc_AA,1,512,1.0,1.0
dinuc_AA,1,1024,1.0,1.0
dinuc_AA,1,1536,1.0,1.0
dinuc_TT,4,0,0.3729020445529448,0.17797978202012985
dinuc_TT,4,1,0.39487335978028687,0.24234426768917203
dinuc_TT,4,2,0.3881599023497101,0.25751638554676304
dinuc_TT,4,3,0.39029600244125723,0.27283778862135205
dinuc_TT,4,4,0.40494354592615195,0.28919597646617234
dinuc_TT,4,8,0.40494354592615195,0.30188784963512366
dinuc_TT,4,16,0.4116570033567287,0.3139714968071482
dinuc_TT,4,32,0.4180653036313702,0.31685591480522046
dinuc_TT,4,64,0.41776014647543486,0.3166730847104275
dinuc_TT,4,128,0.43210253280439426,0.3325706502601949
dinuc_TT,4,256,0.415929203539823,0.30786622116904006
dinuc_TT,4,512,0.42264266097039976,0.31805258807097303
dinuc_TT,4,1024,0.4247787610619469,0.31564284227494155
dinuc_TT,4,1536,0.4192859322551114,0.30748215136572565
