target,n_classes,n_components,accuracy,f1_macro
species,3,0,0.33584253089873356,0.33510464930644845
species,3,1,0.3540003051726769,0.35327597117642884
species,3,2,0.3713442856416255,0.3702733428915463
species,3,3,0.378515843548141,0.3725000106164848
species,3,4,0.37810894664564365,0.37194286394468007
species,3,8,0.4065917298204567,0.40630976949108516
species,3,16,0.4310564060831087,0.43041548828122433
species,3,32,0.44967193937236155,0.44840031077824377
species,3,64,0.4604038451757286,0.4596401586234098
species,3,128,0.46248919180102743,0.46214567813736046
species,3,256,0.46905040435379686,0.4685705425153142
species,3,512,0.47072885407659837,0.47017731514613587
gc_content,5,0,0.19851482630588474,0.1943517243223122
gc_content,5,1,0.4806978281877829,0.48028340898673105
gc_content,5,2,0.579268602817761,0.5807599505236496
gc_content,5,3,0.5957479273689029,0.5964668951629364
gc_content,5,4,0.6041910380957225,0.603911465216699
gc_content,5,8,0.7836834342098571,0.7838425345515632
gc_content,5,16,0.8161843242968313,0.8164052655714353
gc_content,5,32,0.8297136463048675,0.8297017960175321
gc_content,5,64,0.8282386450333147,0.8282557276426521
gc_content,5,128,0.8307308885611109,0.8306871170267452
gc_content,5,256,0.8293576115151824,0.8293168306030188
gc_content,5,512,0.8288998524998729,0.8287973888977387
repeat_fraction,1,0,1.0,1.0
repeat_fraction,1,1,1.0,1.0
repeat_fraction,1,2,1.0,1.0
repeat_fraction,1,3,1.0,1.0
repeat_fraction,1,4,1.0,1.0
repeat_fraction,1,8,1.0,1.0
repeat_fraction,1,16,1.0,1.0
repeat_fraction,1,32,1.0,1.0
repeat_fraction,1,64,1.0,1.0
repeat_fraction,1,128,1.0,1.0
repeat_fraction,1,256,1.0,1.0
repeat_fraction,1,512,1.0,1.0
kmer_entropy_1,5,0,0.19419154671685063,0.19386421865297146
kmer_entropy_1,5,1,0.4404658969533594,0.43723769471590457
kmer_entropy_1,5,2,0.5302375260668328,0.5314536008941076
kmer_entropy_1,5,3,0.5399013275011444,0.5401023340662494
kmer_entropy_1,5,4,0.5704185951884442,0.5670050369227246
kmer_entropy_1,5,8,0.7290066629367784,0.7284057867324943
kmer_entropy_1,5,16,0.7727989420680536,0.7728825027796776
kmer_entropy_1,5,32,0.7752403234830375,0.7753581246564386
kmer_entropy_1,5,64,0.7785463608158283,0.7787516676263604
kmer_entropy_1,5,128,0.7777834291236458,0.7779665897399134
kmer_entropy_1,5,256,0.77600325517522,0.7759187332923133
kmer_entropy_1,5,512,0.773561873760236,0.773371437967684
kmer_entropy_3,5,0,0.1994812064493159,0.1994702196291606
kmer_entropy_3,5,1,0.3915874065408677,0.38238321576684314
kmer_entropy_3,5,2,0.4748486852143838,0.4732667863199126
kmer_entropy_3,5,3,0.4875133513046132,0.48425278888825163
kmer_entropy_3,5,4,0.5120797517928894,0.5047739185917759
kmer_entropy_3,5,8,0.639845379177051,0.6373584550456923
kmer_entropy_3,5,16,0.6893850770561009,0.688800781802479
kmer_entropy_3,5,32,0.6923350795992066,0.6919269877655982
kmer_entropy_3,5,64,0.6957937032704339,0.6950046875796565
kmer_entropy_3,5,128,0.6959462896088704,0.6951921725712291
kmer_entropy_3,5,256,0.6981333604597935,0.6972788015655336
kmer_entropy_3,5,512,0.6946747367885662,0.6934280476202893
kmer_entropy_9,5,0,0.31387009816387773,0.09555589965933725
kmer_entropy_9,5,1,0.3527796144651849,0.21641931298222686
kmer_entropy_9,5,2,0.40099689741111844,0.24938890707250372
kmer_entropy_9,5,3,0.4181374294288185,0.283836156736717
kmer_entropy_9,5,4,0.4236813997253446,0.28903263878578445
kmer_entropy_9,5,8,0.435430547784955,0.3046285983999275
kmer_entropy_9,5,16,0.4604038451757286,0.33293884926386375
kmer_entropy_9,5,32,0.4722547174609633,0.34702563278034404
kmer_entropy_9,5,64,0.4794771374802909,0.3555859934265127
kmer_entropy_9,5,128,0.48634352270993336,0.36218716542353147
kmer_entropy_9,5,256,0.487462489191801,0.36496776701553024
kmer_entropy_9,5,512,0.4873607649661767,0.36124369098669584
dinuc_CG,5,0,0.23284675245409694,0.13906090791573306
dinuc_CG,5,1,0.2964752555821169,0.25562217669482895
dinuc_CG,5,2,0.341793398097757,0.2974527950587169
dinuc_CG,5,3,0.39753827373989115,0.3512915225573354
dinuc_CG,5,4,0.3972839631758303,0.35234692617328117
dinuc_CG,5,8,0.493260770052388,0.4517060914747601
dinuc_CG,5,16,0.5750979095671634,0.54232897129072
dinuc_CG,5,32,0.5957479273689029,0.56863322096406
dinuc_CG,5,64,0.6021056914704237,0.5725618689433535
dinuc_CG,5,128,0.604648797111032,0.5768341918195479
dinuc_CG,5,256,0.605564315141651,0.57659594226274
dinuc_CG,5,512,0.6092772493769392,0.5810679323947615
dinuc_GC,5,0,0.2368139972534459,0.1405844430177944
dinuc_GC,5,1,0.38680636793652406,0.32098632520225034
dinuc_GC,5,2,0.4391434820202431,0.3888434007476806
dinuc_GC,5,3,0.4499771120492345,0.4017751670287111
dinuc_GC,5,4,0.45155383754641165,0.4040704284110451
dinuc_GC,5,8,0.4894969737042877,0.4507097990546173
dinuc_GC,5,16,0.5087228523472865,0.47863343996594504
dinuc_GC,5,32,0.5217944153400133,0.49403106494195
dinuc_GC,5,64,0.5329332180458777,0.5065615228824639
dinuc_GC,5,128,0.5449366766695488,0.5203330412004991
dinuc_GC,5,256,0.5481918518895275,0.5239117234709096
dinuc_GC,5,512,0.5493108183713952,0.5223669132467897
dinuc_AT,5,0,0.22119932862011088,0.15057718312082452
dinuc_AT,5,1,0.3923503382330502,0.36726126409572524
dinuc_AT,5,2,0.44829866232643306,0.43491262895508837
dinuc_AT,5,3,0.4613702253191598,0.45210119375461477
dinuc_AT,5,4,0.46381160673414373,0.45419909501454614
dinuc_AT,5,8,0.5149280301103708,0.5114717243429995
dinuc_AT,5,16,0.5337978739636845,0.5321182800658495
dinuc_AT,5,32,0.5814556736686842,0.5816645559789888
dinuc_AT,5,64,0.6151772544631504,0.6160943492893856
dinuc_AT,5,128,0.6203651899699913,0.6211153390936086
dinuc_AT,5,256,0.620263465744367,0.6209131467657198
dinuc_AT,5,512,0.6232643304002848,0.6236259146690677
dinuc_TA,5,0,0.20665276435583135,0.1899260957067404
dinuc_TA,5,1,0.4251564009968974,0.41991074885249924
