species,correct,total,accuracy
_OVERALL_,5554,52429,0.1059337389612619
Acoerulea,105,768,0.13671875
Acomosus,168,880,0.19090909090909092
Ahypochondriacus,132,897,0.14715719063545152
Ahypogaea,45,837,0.053763440860215055
Aofficinalis,94,1034,0.09090909090909091
Athaliana,67,736,0.09103260869565218
Bdistachyon,67,806,0.08312655086848635
Bplatyphylla,47,889,0.052868391451068614
Bstricta,20,573,0.034904013961605584
Bvulgaris,70,938,0.07462686567164178
Carabica,39,831,0.04693140794223827
Carietinum,115,765,0.1503267973856209
Cavellana,59,872,0.0676605504587156
Ccitriodora,93,768,0.12109375
Cclementina,28,790,0.035443037974683546
Cillinoinensis,43,894,0.04809843400447427
Ckanehirae,374,1161,0.32213608957795004
Cquinoa,55,913,0.060240963855421686
Crubella,54,714,0.07563025210084033
Csativus,62,754,0.08222811671087533
Dalata,83,814,0.10196560196560196
Dcarota,101,826,0.12227602905569007
Ecoracana,74,805,0.09192546583850932
Egrandis,67,764,0.08769633507853403
Esalsugineum,60,722,0.08310249307479224
Fvesca,66,770,0.08571428571428572
Gmax,62,861,0.07200929152148665
Hannuus,234,824,0.28398058252427183
Hvulgare,96,834,0.11510791366906475
Lalbus,126,811,0.15536374845869297
Lervoides,80,845,0.09467455621301775
Ljaponicus,32,865,0.03699421965317919
Lsativa,117,702,0.16666666666666666
Lusitatissimum,117,687,0.1703056768558952
Macuminata,68,782,0.08695652173913043
Mdomestica,25,772,0.03238341968911917
Mesculenta,152,848,0.1792452830188679
Msinensis,26,634,0.04100946372239748
Mtruncatula,107,738,0.14498644986449866
Ncolorata,104,963,0.10799584631360332
Oeuropaea,32,651,0.04915514592933948
Osativa,57,765,0.07450980392156863
Othomaeum,65,783,0.08301404853128991
Pamilis,124,769,0.16124837451235371
Ppersica,40,752,0.05319148936170213
Ptrichocarpa,65,809,0.08034610630407911
Ptrifoliata,43,783,0.05491698595146871
Pvaginatum,76,800,0.095
Pvirgatum,56,785,0.07133757961783439
Qrubra,129,911,0.141602634467618
Rcommunis,51,593,0.08600337268128162
Sbicolor,68,788,0.08629441624365482
Soleracea,59,905,0.06519337016574586
Sparvula,65,723,0.08990318118948824
Spolyrhiza,189,638,0.2962382445141066
Spurpurea,47,805,0.058385093167701865
Sviridis,55,751,0.07323568575233022
Taestivum,64,802,0.0798004987531172
Tintermedium,67,805,0.08322981366459627
Vdarrowii,217,940,0.23085106382978723
Vfaba,54,780,0.06923076923076923
Vunguiculata,55,788,0.06979695431472081
Vvinifera,66,918,0.0718954248366013
Zmarina,171,828,0.20652173913043478
Zmays,105,870,0.1206896551724138
