true_label,Acoerulea,Acomosus,Ahypochondriacus,Ahypogaea,Aofficinalis,Athaliana,Bdistachyon,Bplatyphylla,Bstricta,Bvulgaris,Carabica,Carietinum,Cavellana,Ccitriodora,Cclementina,Cillinoinensis,Ckanehirae,Cquinoa,Crubella,Csativus,Dalata,Dcarota,Ecoracana,Egrandis,Esalsugineum,Fvesca,Gmax,Hannuus,Hvulgare,Lalbus,Lervoides,Ljaponicus,Lsativa,Lusitatissimum,Macuminata,Mdomestica,Mesculenta,Msinensis,Mtruncatula,Ncolorata,Oeuropaea,Osativa,Othomaeum,Pamilis,Ppersica,Ptrichocarpa,Ptrifoliata,Pvaginatum,Pvirgatum,Qrubra,Rcommunis,Sbicolor,Soleracea,Sparvula,Spolyrhiza,Spurpurea,Sviridis,Taestivum,Tintermedium,Vdarrowii,Vfaba,Vunguiculata,Vvinifera,Zmarina,Zmays
Carabica,8,5,13,3,6,1,6,13,2,24,295,6,25,15,23,11,9,20,0,20,3,14,4,13,3,8,8,5,4,4,2,4,1,1,8,8,15,3,9,18,32,3,5,3,17,8,19,7,4,14,15,1,11,2,2,3,3,1,5,7,3,6,12,2,6
Carietinum,3,3,16,26,2,6,5,2,3,6,1,282,3,1,12,0,0,2,4,32,8,5,4,2,1,3,39,4,0,22,34,11,14,3,3,0,8,0,48,0,8,5,2,8,2,6,11,3,1,2,18,6,4,6,6,7,0,2,1,2,14,19,4,5,5
Cavellana,4,3,14,1,12,2,2,120,5,10,27,2,208,3,9,34,36,13,0,16,13,5,7,10,3,9,4,6,4,5,3,7,2,4,2,12,10,1,5,13,5,3,1,7,18,5,6,6,2,58,2,6,11,4,5,7,0,3,3,27,1,3,19,6,18
Ccitriodora,0,8,2,1,7,1,9,3,7,2,11,0,6,277,8,3,11,1,2,12,2,4,8,202,2,2,1,4,3,1,2,2,1,9,4,8,1,2,3,25,13,3,5,2,10,2,1,1,4,2,5,1,5,2,14,2,4,1,4,12,2,1,4,3,8
Cclementina,8,7,8,16,6,0,1,12,1,12,24,15,8,9,195,7,3,9,3,7,11,12,7,4,4,5,25,0,2,2,4,11,2,1,5,8,29,0,3,3,17,2,3,6,12,15,157,1,0,7,23,5,3,0,2,10,0,3,2,1,3,8,12,3,6
Cillinoinensis,9,17,10,12,14,6,2,34,8,11,20,1,32,11,11,254,46,3,0,14,8,23,1,8,1,9,11,1,1,7,7,7,3,3,2,12,30,2,7,16,8,0,4,4,25,16,12,3,0,27,8,4,2,5,3,16,2,1,3,12,5,8,27,5,20
Ckanehirae,6,1,4,1,8,1,5,22,5,5,4,0,26,5,0,13,723,7,1,14,7,4,2,5,6,5,0,8,0,2,2,10,3,4,6,7,3,1,9,27,8,10,2,7,16,3,1,3,3,24,14,3,1,1,7,6,5,3,6,22,4,3,33,5,9
Cquinoa,23,7,54,4,12,2,5,13,6,77,16,8,19,1,10,7,7,281,3,10,7,16,6,4,2,10,13,7,2,16,5,19,3,2,4,9,7,3,9,2,5,2,4,22,6,6,8,3,5,27,8,3,45,2,3,4,1,3,1,9,4,6,8,0,17
Crubella,8,2,1,1,3,119,1,3,63,6,0,1,2,2,1,1,0,0,235,6,1,4,2,3,68,8,1,4,1,2,1,2,11,2,6,2,0,0,3,3,0,3,2,1,0,2,1,1,2,0,0,1,1,93,4,3,3,0,1,1,2,3,0,4,7
Csativus,10,7,11,1,6,7,4,3,6,9,10,28,8,4,4,2,2,2,1,391,2,3,1,1,3,4,18,1,2,2,11,11,9,8,1,5,1,1,15,4,14,2,5,2,4,4,4,5,2,3,5,3,3,4,3,3,0,1,2,5,6,19,12,13,11
Dalata,7,1,8,12,6,3,2,4,4,13,5,8,8,3,7,13,12,10,1,5,339,4,5,3,1,7,17,3,7,17,2,14,1,3,18,4,9,0,8,12,3,3,4,2,5,36,17,2,5,15,7,5,2,5,2,36,1,1,0,1,7,5,23,5,16
Dcarota,12,7,10,11,15,6,4,2,7,7,4,5,2,2,11,8,1,15,5,9,3,451,2,4,6,7,6,7,2,22,5,4,5,1,3,2,5,2,3,2,8,6,6,2,7,4,10,0,1,3,8,3,11,11,1,5,3,0,2,3,11,14,1,7,14
Ecoracana,0,1,2,2,4,4,42,0,0,3,6,1,7,5,3,4,2,2,2,4,0,3,207,4,2,7,0,4,20,2,1,1,0,1,15,0,0,18,1,12,2,27,139,2,0,0,0,25,28,1,4,34,2,4,2,3,49,19,29,1,1,2,1,1,37
Egrandis,3,13,1,0,10,2,8,8,2,3,11,0,4,220,5,4,9,0,1,6,3,1,8,271,3,3,1,6,5,1,0,0,2,13,13,6,1,1,2,17,7,2,5,6,11,2,3,2,3,0,10,2,1,4,10,4,2,4,4,6,0,2,1,2,4
Esalsugineum,3,4,0,3,6,97,3,1,62,3,1,3,5,2,0,0,0,1,57,7,2,4,5,8,211,5,1,5,1,0,1,1,3,12,3,4,0,0,6,4,0,0,4,0,2,4,1,1,1,0,1,1,1,150,0,3,1,1,0,0,3,1,0,7,6
Fvesca,41,10,1,0,23,14,3,5,7,14,5,3,9,3,1,6,6,11,13,6,9,9,3,7,11,289,1,8,4,5,1,11,5,20,10,22,2,4,4,14,1,2,7,0,16,4,1,2,6,1,9,5,7,5,4,3,4,2,4,29,7,5,1,7,18
Gmax,4,2,9,46,4,2,1,8,4,19,4,21,10,5,21,8,7,4,2,23,26,10,6,0,1,1,211,1,0,31,21,23,3,2,1,7,21,4,23,4,4,3,10,1,11,12,21,4,2,22,11,7,4,3,2,13,0,2,0,3,10,72,20,3,21
Hannuus,7,1,4,2,6,6,2,3,6,6,1,5,6,2,0,0,2,6,7,10,4,6,3,0,4,7,2,523,2,5,8,6,27,10,3,13,1,2,9,4,2,2,3,7,0,2,0,2,3,1,1,5,13,11,0,4,1,2,4,11,5,5,1,8,10
Hvulgare,0,6,1,1,6,3,54,1,4,3,2,0,3,2,2,1,2,1,1,7,0,3,26,3,4,3,2,5,250,2,0,1,2,6,9,2,0,9,2,7,2,18,24,4,1,2,2,23,20,1,2,19,0,4,5,2,30,101,96,2,2,2,1,2,33
Lalbus,20,3,19,8,12,1,2,3,7,18,1,13,5,1,4,3,3,6,0,16,12,16,2,0,0,6,36,2,3,420,17,27,0,1,4,3,4,2,20,4,3,2,2,2,1,0,1,2,3,2,7,1,5,2,2,1,2,2,1,0,13,20,5,2,6
Lervoides,11,2,25,12,20,13,1,3,6,15,1,30,9,2,9,3,6,6,2,22,6,13,4,5,4,6,9,10,5,31,227,12,22,3,2,16,0,1,45,1,18,0,3,3,5,0,7,3,1,3,10,4,15,7,4,4,0,1,5,8,77,25,6,7,9
Ljaponicus,13,2,11,11,27,1,1,6,7,44,8,4,6,5,10,7,11,12,6,15,5,10,4,5,2,13,24,4,4,24,19,254,1,6,4,20,6,1,25,8,6,1,4,2,16,11,21,2,3,14,5,2,17,1,7,10,4,5,2,15,16,22,15,3,15
Lsativa,5,2,16,5,8,8,1,4,7,9,1,13,3,1,2,5,5,9,4,19,3,10,1,2,1,5,1,37,0,11,18,5,295,3,4,5,0,2,33,1,6,1,4,11,1,4,4,3,1,7,14,2,8,13,1,4,1,1,0,8,14,8,2,3,17
Lusitatissimum,2,5,1,1,9,4,8,1,3,3,2,3,2,2,2,0,1,1,3,9,0,2,4,6,1,28,0,4,5,3,1,2,12,448,9,9,2,2,2,0,4,2,4,6,4,1,0,0,0,0,2,0,6,4,3,5,6,0,0,7,0,1,1,27,2
Macuminata,12,4,8,3,20,6,6,1,3,9,3,1,1,5,8,6,2,5,2,2,14,4,13,15,1,15,4,5,9,6,0,3,3,11,408,1,0,8,3,19,4,6,18,4,3,5,3,0,1,1,6,5,0,12,10,3,10,9,4,0,1,2,2,10,14
Mdomestica,9,6,6,3,15,2,4,10,5,10,15,1,14,11,10,13,8,4,4,13,1,2,3,13,3,20,5,13,4,4,7,13,5,18,8,216,1,2,13,17,13,1,4,7,47,1,6,2,2,8,5,1,11,10,6,2,8,4,1,74,1,10,6,2,9
Mesculenta,3,3,7,21,10,4,1,4,2,11,21,5,8,5,24,18,10,4,2,16,15,13,1,5,2,4,15,1,3,4,4,7,0,5,7,2,362,0,3,7,4,0,3,1,12,18,26,1,1,1,42,3,3,0,4,20,3,1,3,2,3,3,30,12,13
Msinensis,2,1,1,0,1,0,18,1,2,0,0,0,3,2,0,0,4,0,2,3,0,4,41,2,1,1,1,3,20,1,0,1,1,4,4,0,1,104,2,1,1,18,28,0,0,1,0,60,30,0,7,72,2,1,4,0,45,35,25,3,0,0,1,2,67
Mtruncatula,13,2,18,5,4,3,1,6,8,16,6,34,9,1,7,4,0,10,2,25,6,8,0,1,2,5,31,11,6,16,47,16,19,0,0,4,3,1,232,3,8,4,5,5,4,10,10,2,0,15,5,4,7,6,5,2,1,0,0,5,18,17,6,1,13
Ncolorata,3,2,2,1,7,4,14,10,4,8,15,0,9,26,3,15,28,1,4,13,6,5,12,27,6,10,2,5,8,2,1,2,0,11,20,16,2,3,4,514,1,4,9,2,23,5,3,6,6,3,5,4,4,8,7,1,5,1,3,12,2,0,6,6,12
Oeuropaea,10,5,17,7,7,0,1,2,4,15,25,13,6,9,23,10,6,8,0,31,0,7,3,17,2,0,5,2,3,3,3,5,7,10,0,8,6,1,14,1,228,2,2,10,4,1,21,2,3,8,10,5,3,0,4,2,0,2,3,6,6,8,5,8,12
Osativa,6,15,3,3,12,1,31,1,4,7,2,3,2,2,2,3,5,1,1,12,2,4,32,7,1,3,2,4,28,0,0,3,0,7,9,3,0,13,4,10,2,248,32,4,3,0,1,21,26,0,12,35,1,3,9,2,32,16,26,7,1,2,2,5,27
Othomaeum,2,1,0,0,2,2,31,2,1,1,3,1,2,2,1,2,0,1,0,8,2,3,134,1,3,5,0,1,14,4,0,3,0,1,11,1,1,15,1,11,0,24,264,2,0,0,4,29,37,1,6,25,1,4,1,2,44,9,24,0,4,1,0,1,27
Pamilis,3,2,11,3,10,1,1,8,3,28,8,3,10,2,3,1,15,18,1,13,0,5,0,2,3,6,4,7,5,11,3,18,10,5,1,10,0,1,7,5,7,8,3,353,9,5,3,1,1,11,6,7,29,2,5,1,4,7,5,31,3,1,9,3,8
Ppersica,17,4,4,2,5,2,2,16,4,8,20,0,25,10,11,19,19,5,4,16,5,6,3,6,2,29,4,3,2,3,0,16,4,2,2,39,2,2,8,27,10,5,2,10,217,7,12,4,3,16,16,6,4,0,5,5,8,3,1,31,2,4,19,1,3
Ptrichocarpa,3,1,7,5,1,3,1,7,2,7,14,7,9,0,11,13,1,9,2,14,24,2,3,1,1,5,11,3,1,3,1,9,2,2,6,0,9,1,8,10,1,3,4,1,4,312,10,2,0,8,17,1,0,5,2,159,0,5,1,0,6,6,20,6,17
Ptrifoliata,4,2,13,18,3,0,2,7,3,3,25,14,9,5,151,8,3,5,1,9,17,9,3,7,3,1,24,2,3,9,3,7,3,6,3,8,36,3,15,12,11,1,4,1,16,4,198,1,1,4,15,3,5,4,2,9,0,3,0,4,7,8,2,6,15
Pvaginatum,2,3,1,0,3,1,30,1,4,0,3,1,6,3,0,0,4,1,2,7,1,2,49,1,0,0,2,3,36,3,1,0,1,3,4,3,0,30,1,2,0,39,33,1,0,1,0,200,57,0,4,55,1,3,3,2,61,28,41,0,1,1,0,2,53
Pvirgatum,1,3,3,0,4,1,46,1,3,1,1,2,4,1,2,0,2,3,0,10,2,4,26,2,2,1,1,0,33,1,0,1,1,3,9,1,2,23,2,0,0,38,25,1,0,1,2,64,163,0,10,36,4,4,3,2,103,19,46,4,0,0,0,2,56
Qrubra,9,4,10,6,3,1,3,45,4,13,15,3,60,5,6,17,19,20,2,22,9,3,2,1,2,7,15,5,3,3,0,13,4,1,0,8,4,2,13,2,7,3,1,6,14,5,1,0,2,410,3,3,3,2,2,5,3,2,4,8,6,11,26,2,18
Rcommunis,6,5,6,18,4,2,0,2,3,5,9,13,8,2,19,5,3,6,2,14,7,5,3,1,1,3,5,4,0,6,1,2,1,2,5,1,71,1,2,3,3,3,7,1,6,9,15,0,0,1,254,3,4,2,3,6,0,1,1,0,1,4,9,0,4
Sbicolor,4,5,1,0,8,1,39,1,2,9,4,0,0,2,0,4,5,2,0,2,1,1,47,2,3,8,0,1,22,2,0,1,1,0,9,2,0,40,1,5,0,35,45,0,1,0,0,56,35,1,3,223,0,3,2,1,45,18,27,3,0,1,0,1,53
Soleracea,23,11,35,1,18,6,6,3,6,55,13,2,13,7,0,2,5,44,3,17,0,24,1,4,2,13,6,21,10,9,9,21,4,4,3,18,4,1,4,5,8,5,4,18,4,1,5,4,4,1,9,4,321,8,4,2,3,5,3,23,6,7,2,4,17
Sparvula,0,4,1,1,4,109,5,0,52,4,2,3,4,5,1,3,1,0,83,10,1,3,1,2,100,4,1,8,1,3,4,4,1,10,6,4,0,0,6,7,3,0,5,3,1,3,1,1,1,0,3,2,6,203,3,0,1,1,3,3,7,1,0,6,8
Spolyrhiza,2,1,1,0,12,0,3,3,4,2,0,2,1,17,0,3,12,0,1,2,0,1,0,20,0,0,3,1,2,3,2,3,1,6,21,0,3,1,3,12,6,1,5,2,0,2,1,2,2,0,5,3,1,0,410,9,2,7,7,3,1,1,6,10,4
Spurpurea,1,1,7,2,5,2,2,11,5,3,16,4,4,4,17,10,3,2,1,5,39,8,2,4,5,3,11,3,5,4,5,12,1,2,1,4,11,0,7,9,5,2,4,2,5,190,8,3,2,3,11,2,0,5,0,276,2,0,1,1,8,5,15,5,9
Sviridis,3,2,3,0,5,1,43,0,3,1,1,0,0,1,2,0,3,0,0,4,2,1,38,2,2,2,3,4,31,0,0,3,0,3,4,0,0,23,2,3,2,36,33,0,0,2,0,64,76,0,7,29,0,3,2,0,176,30,54,2,1,2,0,4,33
Taestivum,2,0,2,0,4,1,61,0,5,3,1,0,3,2,1,0,2,2,0,7,2,0,29,2,0,2,0,6,111,2,0,0,0,3,7,0,3,28,3,8,1,18,11,2,1,0,0,24,35,1,6,27,2,4,5,2,36,160,129,1,4,3,3,0,25
Tintermedium,1,1,1,2,0,1,87,1,4,0,1,4,1,2,0,1,2,0,0,5,1,1,44,1,1,1,1,3,103,0,1,0,0,3,7,2,2,19,4,11,0,23,26,2,0,2,0,36,41,0,8,20,1,3,3,1,26,95,162,3,0,1,0,3,30
Vdarrowii,9,3,5,1,7,2,2,14,4,12,14,5,15,10,0,3,24,2,2,8,0,2,2,9,7,13,2,11,4,2,1,2,7,5,3,30,1,4,5,15,5,3,5,19,22,2,1,6,4,8,8,2,10,4,4,1,6,4,1,536,2,2,3,4,11
Vfaba,14,5,8,13,13,14,2,4,6,11,3,28,8,3,5,3,5,4,1,25,9,16,3,5,4,7,12,9,6,22,103,17,13,7,8,17,5,1,32,4,15,2,2,4,3,4,5,3,0,3,7,2,10,6,1,8,1,2,1,5,161,31,6,12,11
Vunguiculata,10,3,16,37,2,2,2,4,4,7,5,37,11,1,10,12,3,5,1,23,5,18,0,0,2,4,72,3,1,26,30,20,2,3,2,10,7,0,18,4,10,2,6,4,6,5,9,1,1,6,12,3,1,2,4,5,1,1,2,5,27,228,10,2,13
Vvinifera,2,1,10,7,4,2,3,11,4,7,9,6,14,5,5,24,46,5,1,18,17,0,7,5,2,0,23,1,10,12,8,13,14,4,3,5,18,2,7,8,8,2,1,11,18,29,4,2,2,39,9,2,2,0,5,27,3,4,2,5,7,9,368,6,10
Zmarina,3,2,2,3,9,5,2,1,13,6,3,3,2,4,4,7,16,3,4,13,7,16,0,4,7,3,0,6,5,2,4,2,4,26,5,2,4,1,5,3,6,1,7,0,2,4,6,3,2,3,10,0,6,15,4,9,2,0,1,6,2,3,5,507,13
Zmays,1,5,3,0,6,6,17,1,8,5,0,3,7,2,3,0,1,0,0,6,0,3,42,2,3,4,5,6,37,2,0,0,2,2,10,3,2,39,6,12,0,20,35,3,1,1,0,67,31,1,6,60,2,8,4,1,27,20,26,7,2,4,0,3,287
