species,correct,total,accuracy
_OVERALL_,11200,52429,0.21362223197085584
Acoerulea,190,768,0.24739583333333334
Acomosus,287,880,0.3261363636363636
Ahypochondriacus,276,897,0.3076923076923077
Ahypogaea,94,837,0.11230585424133811
Aofficinalis,209,1034,0.20212765957446807
Athaliana,134,736,0.18206521739130435
Bdistachyon,183,806,0.22704714640198512
Bplatyphylla,130,889,0.14623172103487064
Bstricta,41,573,0.07155322862129145
Bvulgaris,143,938,0.15245202558635396
Carabica,149,831,0.1793020457280385
Carietinum,147,765,0.19215686274509805
Cavellana,145,872,0.16628440366972477
Ccitriodora,154,768,0.20052083333333334
Cclementina,71,790,0.08987341772151898
Cillinoinensis,139,894,0.15548098434004473
Ckanehirae,501,1161,0.4315245478036176
Cquinoa,163,913,0.17853231106243153
Crubella,135,714,0.18907563025210083
Csativus,173,754,0.22944297082228116
Dalata,191,814,0.23464373464373464
Dcarota,309,826,0.37409200968523004
Ecoracana,88,805,0.1093167701863354
Egrandis,163,764,0.21335078534031413
Esalsugineum,121,722,0.16759002770083103
Fvesca,123,770,0.15974025974025974
Gmax,137,861,0.15911730545876887
Hannuus,358,824,0.4344660194174757
Hvulgare,156,834,0.18705035971223022
Lalbus,273,811,0.3366214549938348
Lervoides,134,845,0.15857988165680473
Ljaponicus,102,865,0.11791907514450867
Lsativa,231,702,0.32905982905982906
Lusitatissimum,283,687,0.4119359534206696
Macuminata,199,782,0.2544757033248082
Mdomestica,75,772,0.09715025906735751
Mesculenta,255,848,0.3007075471698113
Msinensis,43,634,0.06782334384858044
Mtruncatula,158,738,0.2140921409214092
Ncolorata,345,963,0.3582554517133956
Oeuropaea,98,651,0.15053763440860216
Osativa,154,765,0.20130718954248367
Othomaeum,137,783,0.17496807151979565
Pamilis,209,769,0.2717815344603381
Ppersica,68,752,0.09042553191489362
Ptrichocarpa,175,809,0.21631644004944375
Ptrifoliata,86,783,0.10983397190293742
Pvaginatum,97,800,0.12125
Pvirgatum,137,785,0.17452229299363056
Qrubra,246,911,0.270032930845225
Rcommunis,93,593,0.15682967959527824
Sbicolor,99,788,0.12563451776649745
Soleracea,171,905,0.18895027624309393
Sparvula,133,723,0.1839557399723375
Spolyrhiza,301,638,0.4717868338557994
Spurpurea,202,805,0.25093167701863356
Sviridis,106,751,0.1411451398135819
Taestivum,102,802,0.12718204488778054
Tintermedium,104,805,0.12919254658385093
Vdarrowii,376,940,0.4
Vfaba,105,780,0.1346153846153846
Vunguiculata,107,788,0.13578680203045684
Vvinifera,179,918,0.19498910675381265
Zmarina,317,828,0.3828502415458937
Zmays,190,870,0.21839080459770116
