species,correct,total,accuracy
_OVERALL_,5235,52429,0.09984932003280628
Acoerulea,66,768,0.0859375
Acomosus,66,880,0.075
Ahypochondriacus,88,897,0.09810479375696766
Ahypogaea,41,837,0.04898446833930705
Aofficinalis,98,1034,0.09477756286266925
Athaliana,157,736,0.21331521739130435
Bdistachyon,75,806,0.09305210918114144
Bplatyphylla,40,889,0.04499437570303712
Bstricta,36,573,0.06282722513089005
Bvulgaris,77,938,0.08208955223880597
Carabica,51,831,0.061371841155234655
Carietinum,67,765,0.08758169934640522
Cavellana,78,872,0.08944954128440367
Ccitriodora,44,768,0.057291666666666664
Cclementina,27,790,0.03417721518987342
Cillinoinensis,60,894,0.06711409395973154
Ckanehirae,288,1161,0.24806201550387597
Cquinoa,52,913,0.056955093099671415
Crubella,133,714,0.18627450980392157
Csativus,58,754,0.07692307692307693
Dalata,53,814,0.06511056511056511
Dcarota,66,826,0.07990314769975787
Ecoracana,62,805,0.07701863354037267
Egrandis,55,764,0.07198952879581152
Esalsugineum,111,722,0.15373961218836565
Fvesca,43,770,0.05584415584415584
Gmax,56,861,0.06504065040650407
Hannuus,143,824,0.17354368932038836
Hvulgare,153,834,0.18345323741007194
Lalbus,110,811,0.13563501849568435
Lervoides,92,845,0.10887573964497041
Ljaponicus,31,865,0.035838150289017344
Lsativa,64,702,0.09116809116809117
Lusitatissimum,83,687,0.12081513828238719
Macuminata,74,782,0.09462915601023018
Mdomestica,36,772,0.046632124352331605
Mesculenta,119,848,0.1403301886792453
Msinensis,54,634,0.08517350157728706
Mtruncatula,40,738,0.05420054200542006
Ncolorata,130,963,0.13499480789200416
Oeuropaea,31,651,0.047619047619047616
Osativa,117,765,0.15294117647058825
Othomaeum,77,783,0.0983397190293742
Pamilis,60,769,0.07802340702210664
Ppersica,20,752,0.026595744680851064
Ptrichocarpa,67,809,0.08281829419035847
Ptrifoliata,36,783,0.04597701149425287
Pvaginatum,82,800,0.1025
Pvirgatum,81,785,0.10318471337579618
Qrubra,80,911,0.08781558726673985
Rcommunis,21,593,0.03541315345699832
Sbicolor,112,788,0.14213197969543148
Soleracea,87,905,0.09613259668508287
Sparvula,100,723,0.13831258644536654
Spolyrhiza,133,638,0.2084639498432602
Spurpurea,62,805,0.07701863354037267
Sviridis,64,751,0.085219707057257
Taestivum,101,802,0.1259351620947631
Tintermedium,101,805,0.12546583850931678
Vdarrowii,77,940,0.08191489361702127
Vfaba,70,780,0.08974358974358974
Vunguiculata,57,788,0.07233502538071065
Vvinifera,98,918,0.10675381263616558
Zmarina,148,828,0.178743961352657
Zmays,176,870,0.20229885057471264
