target,n_classes,n_components,accuracy,f1_macro,roc_auc_macro,auprc_macro
membership,2,0,0.5038144644491913,0.5035111265496404,0.5017778641939715,0.5015889803182751
membership,2,1,0.7635032041501373,0.7499848642731382,0.5601877615300435,0.7468730835881161
membership,2,2,0.7610619469026548,0.750244339742476,0.5910308930443159,0.764692884471164
membership,2,3,0.7824229478181264,0.772511937398116,0.6052631186859374,0.7750872694448977
membership,2,4,0.8843454379005188,0.8827858467163308,0.8625375370341812,0.9238429992783708
membership,2,8,1.0,1.0,1.0,1.0
membership,2,16,1.0,1.0,1.0,1.0
membership,2,32,1.0,1.0,1.0,1.0
membership,2,64,1.0,1.0,1.0,1.0
membership,2,128,1.0,1.0,1.0,1.0
membership,2,256,1.0,1.0,1.0,1.0
membership,2,512,1.0,1.0,1.0,1.0
membership,2,1024,1.0,1.0,1.0,1.0
species,6,0,0.2096509631890139,0.14178657111219886,0.4957529439820019,0.1656164123419782
species,6,1,0.2651535380507343,0.21470272496894416,0.6221933550667229,0.22960347928604732
species,6,2,0.27583444592790385,0.23025537026339546,0.6338267500402592,0.2395678857963561
species,6,3,0.2803738317757009,0.2375312945103734,0.6441902749723102,0.24772920482715444
species,6,4,0.32195308029753955,0.27836952466443304,0.6906815199646155,0.28116606327063803
species,6,8,0.32550066755674234,0.2844536377794589,0.7014436615814504,0.29665389480601984
species,6,16,0.3475491131031852,0.3084932654257393,0.7235997518008785,0.3221083066831912
species,6,32,0.3618920465382415,0.3314008553716927,0.737151515735356,0.3434374425336148
species,6,64,0.3718863246233073,0.3410697897165818,0.7441558658916118,0.35512780690361745
species,6,128,0.37417509059698645,0.34418701818942726,0.7497474708879337,0.3654876870857768
species,6,256,0.38336830059126453,0.3554399117929525,0.7554471393640005,0.3763076724713282
species,6,512,0.3820331871066183,0.3547164294882909,0.7552444519759453,0.37816563177227525
species,6,1024,0.38069807362197217,0.35057186259038825,0.7548912358923111,0.37781550269892383
gc_content,5,0,0.19744421132939158,0.19519167133202794,0.4962836805891787,0.19847895707505164
gc_content,5,1,0.36296013732595844,0.34213370020933004,0.7017839820924824,0.36809572887479836
gc_content,5,2,0.3960328056456227,0.3953496895057622,0.7373585771810299,0.41273106798185877
gc_content,5,3,0.4253290101087164,0.41804749128920415,0.7586483605543433,0.4384086097344449
gc_content,5,4,0.5854663360671372,0.5846850750871082,0.8700707602914083,0.603861377623463
gc_content,5,8,0.6175472057982071,0.6165921271189175,0.8877070966263801,0.640765996205869
gc_content,5,16,0.7378218577150486,0.7377986343788184,0.9428375240859077,0.7773036194709494
gc_content,5,32,0.8267404157924853,0.8273724007641435,0.9726023852668921,0.8851180167610518
gc_content,5,64,0.8279610909784475,0.8285842529600057,0.9728397516810519,0.8857814090611388
gc_content,5,128,0.8262445164981881,0.8266835478729376,0.972208760965283,0.8836557841031654
gc_content,5,256,0.828991035666603,0.8293816521184946,0.9725321035507832,0.8848952057757478
gc_content,5,512,0.8282281136753767,0.8284533845531306,0.9720598746417737,0.8826565675423987
gc_content,5,1024,0.82456608811749,0.8247139556681955,0.9717059532679377,0.881664792258072
repeat_fraction,5,0,0.20904062559603281,0.17941289566898316,0.5010852146220726,0.20004988883661484
repeat_fraction,5,1,0.2640091550638947,0.24743728516475882,0.60338059314137,0.2648470157903029
repeat_fraction,5,2,0.2739652870493992,0.2538963274168621,0.6187252461402633,0.27887781109501847
repeat_fraction,5,3,0.2808697310699981,0.26528001390424133,0.6267269180266613,0.28487335693866156
repeat_fraction,5,4,0.3084493610528323,0.2974154847102623,0.6645284621443114,0.3150160028002166
repeat_fraction,5,8,0.3185962235361434,0.30769843853939255,0.6738156932891828,0.3245474739814643
repeat_fraction,5,16,0.34342933435056267,0.3318305530387892,0.6956397157101047,0.34512005045091604
repeat_fraction,5,32,0.3536906351325577,0.3427477335845674,0.7092529428250579,0.35963894975131694
repeat_fraction,5,64,0.3538813656303643,0.34323896809741955,0.7101973950193028,0.36205818280342683
repeat_fraction,5,128,0.3610528323478924,0.3514506712905831,0.7119225668828544,0.36490589491959424
repeat_fraction,5,256,0.35796299828342554,0.3482437163479064,0.7130527415941444,0.36611136331156147
repeat_fraction,5,512,0.36185390043868015,0.3527813053231036,0.7153545150167029,0.36947704601678505
repeat_fraction,5,1024,0.3633034522220103,0.3531726791823355,0.7174679377747963,0.3727869923345684
kmer_entropy_1,5,0,0.1967194354377265,0.19618900760563687,0.4990883515104506,0.19905242292243833
kmer_entropy_1,5,1,0.27713141331298874,0.27114107867646026,0.5925256326619375,0.27546508797014535
kmer_entropy_1,5,2,0.302918176616441,0.27784440671016253,0.6184118828556056,0.29971476984630196
kmer_entropy_1,5,3,0.31668891855807746,0.2892908574262678,0.6374876955546916,0.3146435512436467
