target,n_classes,n_components,accuracy,f1_macro
species,65,0,0.017317668599328654,0.014296099343283757
species,65,1,0.031812633506255725,0.023178078267555784
species,65,2,0.062938663411657,0.05631081644627198
species,65,3,0.08170582850167836,0.07796712315896744
species,65,4,0.09078425389075374,0.0855324380554385
species,65,8,0.16348794629234056,0.1583749799146839
species,65,16,0.3388770216661581,0.3359905987128698
species,65,32,0.21933170582850167,0.21252143686778296
species,65,64,0.45804089105889534,0.45585530150175146
species,65,128,0.4756637168141593,0.47338469116085186
species,65,256,0.48100396704302717,0.4797413606815114
species,65,512,0.47665547757094906,0.47399345240492
species,65,1024,0.4686451022276472,0.46635049035221315
species,65,1500,0.46269453768690877,0.4587922686632823
gc_content,5,0,0.20148001220628622,0.20134727792999058
gc_content,5,1,0.2954684162343607,0.2639606352951658
gc_content,5,2,0.7879920659139457,0.7891822493548328
gc_content,5,3,0.7945529447665548,0.795658889071983
gc_content,5,4,0.8021818736649374,0.8029785308110821
gc_content,5,8,0.8207201708880073,0.8213749088035991
gc_content,5,16,0.8602380225816295,0.8606538903049172
gc_content,5,32,0.8671803478791578,0.8676544879793898
gc_content,5,64,0.8668751907232225,0.8673433143703656
gc_content,5,128,0.8680958193469637,0.8686146799252592
gc_content,5,256,0.8650442477876106,0.8654963293509818
gc_content,5,512,0.8645865120537076,0.8651757953963545
gc_content,5,1024,0.8588648153799207,0.859356419870777
gc_content,5,1500,0.8601617332926457,0.8605723849495591
repeat_fraction,5,0,0.19499542264266098,0.19435699590757452
repeat_fraction,5,1,0.33849557522123896,0.3167229932347104
repeat_fraction,5,2,0.39800122062862375,0.38075816573556964
repeat_fraction,5,3,0.4008239243210253,0.38655888704942215
repeat_fraction,5,4,0.41325907842538906,0.40015770844556264
repeat_fraction,5,8,0.44972535855965823,0.4416879405007485
repeat_fraction,5,16,0.47902044552944767,0.4702851842185865
repeat_fraction,5,32,0.49702471772963075,0.4886819404609423
repeat_fraction,5,64,0.5014494964906927,0.4936400755082361
repeat_fraction,5,128,0.5071711931644797,0.499883375601787
repeat_fraction,5,256,0.509231003967043,0.5010821722188477
repeat_fraction,5,512,0.5119774183704607,0.5041314391385743
repeat_fraction,5,1024,0.5066371681415929,0.4987481851225114
repeat_fraction,5,1500,0.5050350930729326,0.49660422940400356
kmer_entropy_1,5,0,0.19919133353677143,0.19828894886849022
kmer_entropy_1,5,1,0.28669514800122065,0.2500526655761007
kmer_entropy_1,5,2,0.7789136405248703,0.7796472828185106
kmer_entropy_1,5,3,0.7821940799511748,0.7828194176363119
kmer_entropy_1,5,4,0.788297223069881,0.7887094411908521
kmer_entropy_1,5,8,0.8064540738480317,0.8065692877324544
kmer_entropy_1,5,16,0.8458193469636863,0.8459205285168645
kmer_entropy_1,5,32,0.8550503509307293,0.8551463305456295
kmer_entropy_1,5,64,0.8536771437290205,0.8537087652241369
kmer_entropy_1,5,128,0.8504729935916997,0.8505210610319445
kmer_entropy_1,5,256,0.8515410436374733,0.8515515453274635
kmer_entropy_1,5,512,0.8501678364357644,0.8500632226978398
kmer_entropy_1,5,1024,0.8452090326518157,0.8451520218021296
kmer_entropy_1,5,1500,0.8446750076289289,0.8447023064643384
kmer_entropy_3,5,0,0.20148001220628622,0.20119865354167005
kmer_entropy_3,5,1,0.2924168446750076,0.25979684196758407
kmer_entropy_3,5,2,0.7760909368324688,0.7764495507219881
kmer_entropy_3,5,3,0.7886023802258163,0.7888518377354881
kmer_entropy_3,5,4,0.7973756484589564,0.7974068532221144
kmer_entropy_3,5,8,0.804546841623436,0.8045485932789456
kmer_entropy_3,5,16,0.830561489166921,0.8305222253084663
kmer_entropy_3,5,32,0.8416997253585596,0.8416952838448065
kmer_entropy_3,5,64,0.8413945682026244,0.8413499282860567
