true_label,Acoerulea,Acomosus,Ahypochondriacus,Ahypogaea,Aofficinalis,Athaliana,Bdistachyon,Bplatyphylla,Bstricta,Bvulgaris,Carabica,Carietinum,Cavellana,Ccitriodora,Cclementina,Cillinoinensis,Ckanehirae,Cquinoa,Crubella,Csativus,Dalata,Dcarota,Ecoracana,Egrandis,Esalsugineum,Fvesca,Gmax,Hannuus,Hvulgare,Lalbus,Lervoides,Ljaponicus,Lsativa,Lusitatissimum,Macuminata,Mdomestica,Mesculenta,Msinensis,Mtruncatula,Ncolorata,Oeuropaea,Osativa,Othomaeum,Pamilis,Ppersica,Ptrichocarpa,Ptrifoliata,Pvaginatum,Pvirgatum,Qrubra,Rcommunis,Sbicolor,Soleracea,Sparvula,Spolyrhiza,Spurpurea,Sviridis,Taestivum,Tintermedium,Vdarrowii,Vfaba,Vunguiculata,Vvinifera,Zmarina,Zmays
Acoerulea,23,0,1,1,2,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,2,0,0,0,2,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0
Acomosus,1,23,0,1,3,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,2,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
Ahypochondriacus,3,0,23,1,0,0,0,1,0,3,0,1,0,0,0,0,0,6,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Ahypogaea,0,0,1,13,0,0,0,0,0,0,0,2,0,0,1,2,2,0,0,1,0,0,0,0,0,1,0,0,0,5,5,4,0,0,0,0,3,0,1,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,4,2,1,2,0
Aofficinalis,1,7,0,0,41,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,4,0,1,0,1,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
Athaliana,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0
Bdistachyon,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,1,6,0,0,0,0,3,0,0,0,0,0,0,0,0,5,7,5,0,0,0,0,0,0
Bplatyphylla,2,1,1,2,1,0,0,12,0,0,3,0,6,0,2,3,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,2,1,2,0,0,3,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0
Bstricta,1,0,0,0,0,8,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0
Bvulgaris,0,1,5,0,0,0,0,0,0,26,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Carabica,0,1,0,0,1,0,0,0,0,0,40,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0
Carietinum,0,0,0,3,2,0,0,0,0,0,0,9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,9,0,0,2,2,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,1,0,1,0,0,2,3,1,2,0
