n_samples,rank,eigenvalue,cumulative_variance
16384,1,1.1544021,0.27215126
16384,2,0.5541445,0.4027913
16384,3,0.34330076,0.48372474
16384,4,0.2637317,0.5458997
16384,5,0.17388736,0.5868938
16384,6,0.14910994,0.6220466
16384,7,0.14062952,0.6552001
16384,8,0.121589586,0.68386495
16384,9,0.09739812,0.7068266
16384,10,0.06942699,0.7231941
16384,11,0.06469369,0.7384457
16384,12,0.059981834,0.7525865
16384,13,0.048935495,0.7641231
16384,14,0.047550585,0.77533317
16384,15,0.038582057,0.7844289
16384,16,0.03654417,0.7930442
16384,17,0.03206383,0.8006033
16384,18,0.02820896,0.80725354
16384,19,0.025605887,0.8132901
16384,20,0.02236972,0.8185638
16384,21,0.021344356,0.82359576
16384,22,0.020909118,0.8285251
16384,23,0.020435072,0.83334273
16384,24,0.019069806,0.8378385
16384,25,0.017838553,0.84204394
16384,26,0.016851945,0.8460168
16384,27,0.01608361,0.8498086
16384,28,0.01490319,0.853322
16384,29,0.013604737,0.85652936
16384,30,0.013012088,0.85959697
16384,31,0.0127920285,0.8626127
16384,32,0.011409035,0.86530244
16384,33,0.010890195,0.8678698
16384,34,0.010318709,0.87030244
16384,35,0.009988048,0.8726571
16384,36,0.009174776,0.87482005
16384,37,0.008708785,0.87687314
16384,38,0.008621664,0.8789057
16384,39,0.008098934,0.880815
16384,40,0.007900658,0.8826776
16384,41,0.0075541954,0.88445854
16384,42,0.00703224,0.8861164
16384,43,0.0069791996,0.8877617
16384,44,0.006512965,0.8892971
16384,45,0.006339588,0.8907917
16384,46,0.006245868,0.8922642
16384,47,0.0060588764,0.89369255
16384,48,0.00589533,0.89508235
16384,49,0.005667934,0.8964186
16384,50,0.0054484997,0.89770305
16384,51,0.0053415378,0.8989623
16384,52,0.005163178,0.90017956
16384,53,0.0050860504,0.90137863
16384,54,0.005020163,0.90256214
16384,55,0.004802829,0.9036944
16384,56,0.0046473895,0.90479004
16384,57,0.0045515327,0.90586305
16384,58,0.0043810485,0.9068959
16384,59,0.004297652,0.90790904
16384,60,0.0040658684,0.90886754
16384,61,0.003957036,0.9098004
16384,62,0.0038886783,0.9107172
16384,63,0.0037725328,0.91160655
16384,64,0.0036225442,0.91246057
16384,65,0.0035387948,0.91329485
16384,66,0.003519357,0.91412455
16384,67,0.0034688492,0.9149423
16384,68,0.0034271348,0.91575027
16384,69,0.0033251778,0.9165342
16384,70,0.003296911,0.91731143
16384,71,0.0031810522,0.9180614
16384,72,0.0031327298,0.91879994
16384,73,0.003011337,0.9195099
16384,74,0.0029534844,0.9202062
16384,75,0.0029361078,0.9208984
16384,76,0.0028750726,0.9215762
16384,77,0.0028342523,0.92224437
16384,78,0.0027924473,0.9229027
16384,79,0.0027516761,0.92355144
16384,80,0.0026584172,0.9241782
16384,81,0.0026350445,0.9247994
16384,82,0.0025448648,0.92539936
16384,83,0.0025419171,0.9259986
16384,84,0.002440584,0.926574
16384,85,0.0024067233,0.92714137
16384,86,0.0023841814,0.92770344
16384,87,0.0023279532,0.9282523
16384,88,0.0023169199,0.9287985
16384,89,0.0022692084,0.92933345
16384,90,0.0022356298,0.9298605
16384,91,0.0022153761,0.9303827
16384,92,0.0021743826,0.9308953
16384,93,0.0021123616,0.9313933
16384,94,0.0020753643,0.9318826
16384,95,0.0020393576,0.9323634
16384,96,0.0020255244,0.9328409
16384,97,0.001988855,0.93330973
16384,98,0.0019559665,0.93377084
16384,99,0.0019184409,0.9342231
16384,100,0.0018884692,0.9346683
16384,101,0.0018779079,0.93511105
16384,102,0.0018622766,0.9355501
16384,103,0.0018465334,0.9359854
16384,104,0.0018078908,0.9364116
16384,105,0.0017562009,0.93682563
16384,106,0.0017457984,0.9372372
16384,107,0.0017328874,0.93764573
16384,108,0.0017087492,0.9380486
16384,109,0.0016696531,0.93844223
16384,110,0.0016420546,0.93882936
16384,111,0.0016301651,0.9392137
16384,112,0.0016182266,0.93959516
16384,113,0.0015862708,0.9399691
16384,114,0.0015677521,0.94033873
16384,115,0.0015433779,0.94070256
16384,116,0.0015230742,0.9410616
16384,117,0.0015069932,0.9414169
16384,118,0.0014853119,0.9417671
16384,119,0.0014655535,0.9421126
16384,120,0.0014337717,0.94245064
16384,121,0.0014276939,0.94278723
16384,122,0.0014058149,0.94311863
16384,123,0.0013961575,0.94344777
16384,124,0.0013917912,0.9437759
16384,125,0.0013744994,0.9440999
16384,126,0.0013641339,0.94442147
16384,127,0.0013379169,0.9447369
16384,128,0.001326652,0.94504964
16384,129,0.001307006,0.9453578
16384,130,0.0012969023,0.9456636
16384,131,0.0012909889,0.9459679
16384,132,0.0012837246,0.9462705
16384,133,0.0012579383,0.94656706
16384,134,0.0012425921,0.94686
16384,135,0.0012241899,0.9471486
16384,136,0.0012187517,0.9474359
16384,137,0.0012071474,0.9477205
16384,138,0.0011986777,0.9480031
16384,139,0.0011776842,0.94828075
16384,140,0.0011673863,0.94855595
16384,141,0.0011551062,0.9488283
16384,142,0.0011342325,0.94909567
16384,143,0.0011251144,0.9493609
16384,144,0.0011124033,0.94962317
16384,145,0.0011045008,0.9498836
16384,146,0.0010972535,0.95014226
16384,147,0.0010895366,0.9503991
16384,148,0.00107293,0.95065206
16384,149,0.0010636573,0.9509028
16384,150,0.0010528999,0.951151
16384,151,0.0010502986,0.9513986
16384,152,0.0010283844,0.9516411
16384,153,0.0010249945,0.9518827
16384,154,0.0010075826,0.95212024
16384,155,0.001002776,0.95235664
16384,156,0.0010017182,0.9525928
16384,157,0.000995985,0.9528276
16384,158,0.0009903151,0.95306104
16384,159,0.00097613217,0.9532912
16384,160,0.00097049633,0.95352
16384,161,0.00095923856,0.95374614
16384,162,0.0009458094,0.9539691
16384,163,0.0009347534,0.9541895
16384,164,0.0009330543,0.9544094
16384,165,0.00092256657,0.9546269
16384,166,0.00091562,0.95484275
