true_label,Acoerulea,Acomosus,Ahypochondriacus,Ahypogaea,Aofficinalis,Athaliana,Bdistachyon,Bplatyphylla,Bstricta,Bvulgaris,Carabica,Carietinum,Cavellana,Ccitriodora,Cclementina,Cillinoinensis,Ckanehirae,Cquinoa,Crubella,Csativus,Dalata,Dcarota,Ecoracana,Egrandis,Esalsugineum,Fvesca,Gmax,Hannuus,Hvulgare,Lalbus,Lervoides,Ljaponicus,Lsativa,Lusitatissimum,Macuminata,Mdomestica,Mesculenta,Msinensis,Mtruncatula,Ncolorata,Oeuropaea,Osativa,Othomaeum,Pamilis,Ppersica,Ptrichocarpa,Ptrifoliata,Pvaginatum,Pvirgatum,Qrubra,Rcommunis,Sbicolor,Soleracea,Sparvula,Spolyrhiza,Spurpurea,Sviridis,Taestivum,Tintermedium,Vdarrowii,Vfaba,Vunguiculata,Vvinifera,Zmarina,Zmays
Acoerulea,183,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Acomosus,0,205,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0
Ahypochondriacus,0,0,202,1,1,0,0,0,0,8,0,1,0,0,0,0,0,6,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0
Ahypogaea,0,0,0,181,0,2,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,1,0,10,0,0,0,0,8,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,1,0,1,0
Aofficinalis,0,1,0,0,241,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1
Athaliana,0,0,0,0,0,54,0,0,27,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,25,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0
Bdistachyon,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,21,0,0,0,0,0,0,0,0,1,0,0,0,2,5,0,0,0,0,5,5,0,0,1,0,0,0,0,3,30,20,0,0,0,0,0,1
Bplatyphylla,0,1,0,0,0,0,0,132,0,0,0,0,72,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,3,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Bstricta,0,0,0,0,0,18,0,0,44,1,0,0,0,0,0,0,0,1,15,0,0,0,0,0,25,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34,0,1,0,1,1,1,0,0,0,0,0
Bvulgaris,1,0,0,0,0,1,0,0,0,176,0,0,0,1,0,0,0,28,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0
Carabica,0,0,0,0,0,0,0,0,0,0,187,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
