species,correct,total,accuracy
_OVERALL_,2610,52429,0.04978160941463694
Acoerulea,38,768,0.049479166666666664
Acomosus,24,880,0.02727272727272727
Ahypochondriacus,47,897,0.05239687848383501
Ahypogaea,37,837,0.04420549581839905
Aofficinalis,42,1034,0.04061895551257253
Athaliana,13,736,0.017663043478260868
Bdistachyon,66,806,0.08188585607940446
Bplatyphylla,25,889,0.0281214848143982
Bstricta,9,573,0.015706806282722512
Bvulgaris,32,938,0.03411513859275053
Carabica,17,831,0.02045728038507822
Carietinum,71,765,0.09281045751633987
Cavellana,14,872,0.016055045871559634
Ccitriodora,35,768,0.045572916666666664
Cclementina,33,790,0.04177215189873418
Cillinoinensis,28,894,0.03131991051454139
Ckanehirae,164,1161,0.14125753660637383
Cquinoa,43,913,0.047097480832420595
Crubella,24,714,0.03361344537815126
Csativus,33,754,0.04376657824933687
Dalata,32,814,0.03931203931203931
Dcarota,45,826,0.05447941888619855
Ecoracana,32,805,0.03975155279503106
Egrandis,29,764,0.03795811518324607
Esalsugineum,9,722,0.012465373961218837
Fvesca,38,770,0.04935064935064935
Gmax,34,861,0.03948896631823461
Hannuus,21,824,0.025485436893203883
Hvulgare,68,834,0.0815347721822542
Lalbus,61,811,0.0752157829839704
Lervoides,66,845,0.07810650887573964
Ljaponicus,16,865,0.018497109826589597
Lsativa,31,702,0.04415954415954416
Lusitatissimum,57,687,0.08296943231441048
Macuminata,20,782,0.02557544757033248
Mdomestica,14,772,0.018134715025906734
Mesculenta,85,848,0.10023584905660378
Msinensis,26,634,0.04100946372239748
Mtruncatula,42,738,0.056910569105691054
Ncolorata,56,963,0.058151609553478714
Oeuropaea,13,651,0.019969278033794162
Osativa,41,765,0.05359477124183006
Othomaeum,39,783,0.04980842911877394
Pamilis,76,769,0.0988296488946684
Ppersica,16,752,0.02127659574468085
Ptrichocarpa,35,809,0.04326328800988875
Ptrifoliata,12,783,0.01532567049808429
Pvaginatum,46,800,0.0575
Pvirgatum,60,785,0.07643312101910828
Qrubra,31,911,0.03402854006586169
Rcommunis,23,593,0.0387858347386172
Sbicolor,38,788,0.048223350253807105
Soleracea,27,905,0.02983425414364641
Sparvula,15,723,0.02074688796680498
Spolyrhiza,110,638,0.1724137931034483
Spurpurea,14,805,0.017391304347826087
Sviridis,38,751,0.05059920106524634
Taestivum,58,802,0.07231920199501247
Tintermedium,71,805,0.08819875776397515
Vdarrowii,59,940,0.0627659574468085
Vfaba,34,780,0.04358974358974359
Vunguiculata,34,788,0.04314720812182741
Vvinifera,23,918,0.02505446623093682
Zmarina,41,828,0.049516908212560384
Zmays,79,870,0.09080459770114943
