true_label,Acoerulea,Acomosus,Ahypochondriacus,Ahypogaea,Aofficinalis,Athaliana,Bdistachyon,Bplatyphylla,Bstricta,Bvulgaris,Carabica,Carietinum,Cavellana,Ccitriodora,Cclementina,Cillinoinensis,Ckanehirae,Cquinoa,Crubella,Csativus,Dalata,Dcarota,Ecoracana,Egrandis,Esalsugineum,Fvesca,Gmax,Hannuus,Hvulgare,Lalbus,Lervoides,Ljaponicus,Lsativa,Lusitatissimum,Macuminata,Mdomestica,Mesculenta,Msinensis,Mtruncatula,Ncolorata,Oeuropaea,Osativa,Othomaeum,Pamilis,Ppersica,Ptrichocarpa,Ptrifoliata,Pvaginatum,Pvirgatum,Qrubra,Rcommunis,Sbicolor,Soleracea,Sparvula,Spolyrhiza,Spurpurea,Sviridis,Taestivum,Tintermedium,Vdarrowii,Vfaba,Vunguiculata,Vvinifera,Zmarina,Zmays
Acoerulea,720,0,0,0,0,1,0,1,2,1,0,0,1,0,1,0,1,4,0,0,0,1,2,0,1,6,0,1,3,0,1,0,0,0,0,1,1,0,0,0,0,2,2,0,4,1,1,0,1,1,2,0,1,0,0,1,1,0,1,1,0,0,0,0,0
Acomosus,0,847,0,1,7,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,2
Ahypochondriacus,0,0,819,0,0,1,1,0,0,23,0,2,0,0,0,0,0,18,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,19,0,0,0,0,1,0,0,1,1,0,1,0
Ahypogaea,0,0,1,732,0,1,0,1,0,2,2,5,0,0,4,0,0,1,1,0,1,0,1,1,2,1,29,0,0,4,4,9,1,0,0,0,4,0,4,0,0,0,0,0,3,0,2,0,0,0,4,0,2,0,0,0,0,2,0,1,4,8,0,0,0
Aofficinalis,0,0,0,1,1000,0,2,1,0,2,0,0,0,1,0,0,0,1,0,0,1,3,0,0,0,1,0,0,0,0,1,0,0,1,1,0,2,0,0,0,2,0,1,0,2,1,3,1,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1
Athaliana,1,0,0,3,0,282,0,0,83,0,0,0,0,1,0,0,0,0,156,0,0,0,0,1,79,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,113,0,0,0,0,1,0,2,0,0,0,2
Bdistachyon,0,0,0,0,0,0,478,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,0,0,1,0,0,44,0,0,0,0,0,0,0,0,3,0,1,0,6,15,0,0,0,0,20,14,1,0,6,0,0,0,0,21,94,79,1,0,1,0,0,3
Bplatyphylla,0,1,0,1,0,1,0,555,0,0,0,2,281,0,0,9,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,8,0,0,0,1,12,2,0,0,0,0,1,2,2,0,0,1,0,0,0,0
Bstricta,3,0,0,0,0,113,0,0,156,0,0,0,0,0,0,0,0,1,88,0,0,0,0,0,100,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,100,0,0,0,2,1,0,0,0,1,0,0
Bvulgaris,1,0,7,2,0,1,0,1,0,704,0,0,0,1,0,0,1,123,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,2,0,0,0,0,0,1,0,1,1,0,0,0,0,1,78,2,0,1,0,0,0,0,2,1,0,0,1
Carabica,0,0,0,0,0,0,0,0,0,0,767,0,0,8,8,2,0,0,1,0,0,1,1,8,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,2,1,1,3,5,1,4,0,1,2,5,0,0,0,0,1,1,0,0,1,0,1,0,0,1
Carietinum,0,0,0,0,0,0,0,0,0,0,0,525,0,0,3,0,0,0,0,1,0,1,1,0,1,1,22,0,0,9,73,10,0,0,0,0,1,0,55,0,0,0,0,0,0,0,2,0,1,0,0,2,1,0,0,0,1,1,0,0,49,5,0,0,0
Cavellana,0,0,0,0,0,1,1,306,0,0,1,0,501,0,1,13,1,0,0,0,0,0,1,2,0,2,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,4,2,3,4,0,13,0,0,0,1,0,3,0,0,0,1,1,1,1,0,0
Ccitriodora,0,0,0,0,0,0,1,0,0,0,1,0,0,417,1,0,0,0,0,0,0,0,1,323,2,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,1,1,1,1,0,3,2,1,0,0,1,0,0,0,0,0,3,0,0,1,1,0,1,0,0
Cclementina,0,0,0,1,0,0,0,2,0,1,4,0,4,3,390,0,0,1,0,0,0,0,1,3,1,1,0,0,0,1,0,0,0,0,0,2,5,0,0,0,2,1,2,0,2,4,340,2,2,1,8,0,0,1,0,1,1,0,0,1,0,2,0,0,0
Cillinoinensis,0,0,0,1,0,0,0,23,0,1,0,1,27,3,4,779,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,4,0,0,0,2,1,1,0,5,3,4,0,0,9,6,2,0,0,0,2,4,0,0,3,0,1,2,0,0
Ckanehirae,0,0,0,0,0,3,0,0,0,0,0,0,2,1,0,0,1125,0,0,0,1,2,0,0,0,1,2,0,2,0,0,2,0,0,0,1,0,1,0,1,0,0,0,0,4,0,1,1,0,2,1,0,0,2,0,1,0,3,0,1,0,1,0,0,0
Cquinoa,0,0,2,2,0,1,1,1,0,106,2,0,0,0,2,2,0,668,0,0,0,0,0,0,1,2,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,2,0,0,103,0,0,0,1,0,0,3,1,0,1,1,0
Crubella,0,0,0,0,0,187,1,0,65,0,0,1,1,1,0,0,0,1,251,0,0,1,1,2,121,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,75,0,0,0,0,1,0,0,1,0,0,0
Csativus,1,1,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,1,6,711,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,3,0,0,0,1,0,0,2,0,1,0,1,5,6,0,0
Dalata,0,1,0,0,1,0,0,0,0,0,1,0,2,0,4,0,1,1,1,0,773,0,1,0,0,0,1,0,0,1,0,0,1,0,2,1,3,0,1,1,0,0,2,0,0,0,4,1,1,1,0,1,0,0,0,0,1,2,0,0,1,1,1,1,0
Dcarota,0,1,0,0,3,0,0,2,0,1,1,0,1,0,0,2,0,4,1,0,0,788,0,1,0,2,1,1,1,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,2,2,0,0,0,0,1,1,0,2,1,0,0,1,0,1,0,0,0
Ecoracana,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,0,1,0,0,1,5,0,1,0,0,1,0,0,0,18,0,0,0,16,143,0,0,0,0,60,58,0,1,30,0,0,0,0,62,4,6,0,0,0,0,0,23
Egrandis,0,0,0,0,0,0,0,0,0,0,3,0,1,303,1,2,0,0,0,1,0,0,2,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0
Esalsugineum,1,0,1,0,0,99,0,0,92,0,0,0,1,1,0,0,0,0,88,0,0,1,2,1,276,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,145,0,1,0,3,0,0,1,0,0,0,0
Fvesca,4,0,0,1,0,2,0,0,0,2,0,0,0,1,0,0,0,2,2,0,0,2,0,3,4,646,0,0,1,0,0,3,1,2,0,25,0,0,0,0,0,0,3,0,47,1,1,1,1,1,1,3,0,1,0,1,1,1,0,5,0,1,0,0,0
Gmax,0,0,1,18,0,0,1,0,0,0,0,19,1,1,2,0,0,0,0,0,2,1,0,0,0,1,679,0,0,2,9,38,0,0,0,3,3,0,3,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,3,1,0,1,1,7,54,1,0,1
Hannuus,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,764,0,0,2,1,24,1,0,1,0,1,4,2,0,0,1,0,1,1,0,1,1,0,0,0,3,0,0,1,1,0,1,0,1,2,1,1,1
Hvulgare,0,0,0,0,0,0,83,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,0,0,1,0,0,421,0,1,0,0,1,0,0,1,5,0,1,0,6,0,0,0,0,0,5,6,0,0,4,1,0,0,0,7,159,121,0,0,0,0,1,3
