species,correct,total,accuracy
_OVERALL_,11943,30525,0.39125307125307124
Caenorhabditis elegans,2173,3135,0.6931419457735247
Callithrix jacchus,1290,6557,0.19673631233795943
Drosophila melanogaster,212,1843,0.11502984264785676
Fundulus heteroclitus,3865,6026,0.6413873216063724
Homo sapiens,2013,6442,0.31248059608817136
Mus musculus,2390,6522,0.3664520085863232
