target,n_classes,n_components,accuracy,f1_macro
species,1,0,1.0,1.0
species,1,1,1.0,1.0
species,1,2,1.0,1.0
species,1,3,1.0,1.0
species,1,4,1.0,1.0
species,1,8,1.0,1.0
species,1,16,1.0,1.0
species,1,32,1.0,1.0
species,1,64,1.0,1.0
species,1,128,1.0,1.0
species,1,256,1.0,1.0
species,1,384,1.0,1.0
gc_content,5,0,0.19316447970704914,0.19044116075821044
gc_content,5,1,0.3066829417149832,0.300075856596808
gc_content,5,2,0.35794934391211475,0.35649648553470836
gc_content,5,3,0.3884650595056454,0.38761151500244984
gc_content,5,4,0.4015868172108636,0.400762297164023
gc_content,5,8,0.4189807750991761,0.4180675633984413
gc_content,5,16,0.4424778761061947,0.44249754233185945
gc_content,5,32,0.4516325907842539,0.45169187113095954
gc_content,5,64,0.45315837656393043,0.454013959753624
gc_content,5,128,0.4510222764723833,0.4523488026794772
gc_content,5,256,0.4528532194079951,0.4550279895597309
gc_content,5,384,0.44552944766554775,0.4471794651423938
repeat_fraction,5,0,0.20384498016478486,0.20228937199423988
repeat_fraction,5,1,0.35306682941714984,0.34015474946373614
repeat_fraction,5,2,0.4586512053707659,0.44683346933172635
repeat_fraction,5,3,0.4787915776624962,0.4755251327071826
repeat_fraction,5,4,0.5138846505950565,0.5112074146293931
repeat_fraction,5,8,0.5483674092157461,0.5457757320854506
repeat_fraction,5,16,0.6246566981995728,0.6241689548997974
repeat_fraction,5,32,0.6557827281049741,0.6553140381633156
repeat_fraction,5,64,0.6731766859932865,0.6732013285410706
repeat_fraction,5,128,0.672566371681416,0.6714339655604343
repeat_fraction,5,256,0.6771437290204455,0.6772004159125947
repeat_fraction,5,384,0.6811107720476045,0.6805407445343706
kmer_entropy_1,5,0,0.20231919438510834,0.20229818494277327
kmer_entropy_1,5,1,0.34909978638999084,0.3315191140396952
kmer_entropy_1,5,2,0.4345437900518767,0.4234235755856616
kmer_entropy_1,5,3,0.4833689350015258,0.4747556401782885
kmer_entropy_1,5,4,0.5053402502288679,0.5008814215579931
kmer_entropy_1,5,8,0.553249923710711,0.5497301342895747
kmer_entropy_1,5,16,0.5898687824229478,0.5874331191730858
kmer_entropy_1,5,32,0.625877326823314,0.6249752080335437
kmer_entropy_1,5,64,0.6374732987488556,0.6367897213177955
kmer_entropy_1,5,128,0.6368629844369851,0.6362346614668652
kmer_entropy_1,5,256,0.6420506560878853,0.6405951095457795
kmer_entropy_1,5,384,0.6332010985657613,0.633278921868464
kmer_entropy_3,5,0,0.19407995117485505,0.1939960778194662
kmer_entropy_3,5,1,0.3774794018919744,0.3618207009787868
kmer_entropy_3,5,2,0.47635032041501374,0.4682922061580962
kmer_entropy_3,5,3,0.5392126945376869,0.53325762431069
kmer_entropy_3,5,4,0.5645407384803174,0.558192596685359
kmer_entropy_3,5,8,0.6304546841623436,0.6270420764082714
kmer_entropy_3,5,16,0.6847726579188282,0.683428579860886
kmer_entropy_3,5,32,0.7232224595666769,0.722839824357121
kmer_entropy_3,5,64,0.7351235886481537,0.7358710391478398
kmer_entropy_3,5,128,0.7436679890143424,0.7437268678611113
kmer_entropy_3,5,256,0.744278303326213,0.7441951728649099
kmer_entropy_3,5,384,0.7400061031431187,0.7394940217093233
kmer_entropy_9,5,0,0.20170888007323773,0.20124097138745292
kmer_entropy_9,5,1,0.3429966432712847,0.3306247516474467
kmer_entropy_9,5,2,0.44491913335367717,0.4384457741017007
kmer_entropy_9,5,3,0.5096124504119621,0.5052798169227627
kmer_entropy_9,5,4,0.5312786084833689,0.5271466919141703
kmer_entropy_9,5,8,0.614891669209643,0.6128847505400087
kmer_entropy_9,5,16,0.6817210863594751,0.6814476242913521
kmer_entropy_9,5,32,0.7125419591089411,0.7125633363033629
kmer_entropy_9,5,64,0.7299359169972536,0.73054191855436
kmer_entropy_9,5,128,0.7299359169972536,0.7304124147601503
kmer_entropy_9,5,256,0.7393957888312481,0.7398029538114302
kmer_entropy_9,5,384,0.7424473603906011,0.7421171695375427
dinuc_CG,1,0,1.0,1.0
dinuc_CG,1,1,1.0,1.0
dinuc_CG,1,2,1.0,1.0
dinuc_CG,1,3,1.0,1.0
dinuc_CG,1,4,1.0,1.0
dinuc_CG,1,8,1.0,1.0
dinuc_CG,1,16,1.0,1.0
dinuc_CG,1,32,1.0,1.0
dinuc_CG,1,64,1.0,1.0
dinuc_CG,1,128,1.0,1.0
dinuc_CG,1,256,1.0,1.0
dinuc_CG,1,384,1.0,1.0
dinuc_GC,1,0,1.0,1.0
dinuc_GC,1,1,1.0,1.0
dinuc_GC,1,2,1.0,1.0
dinuc_GC,1,3,1.0,1.0
dinuc_GC,1,4,1.0,1.0
dinuc_GC,1,8,1.0,1.0
dinuc_GC,1,16,1.0,1.0
dinuc_GC,1,32,1.0,1.0
dinuc_GC,1,64,1.0,1.0
dinuc_GC,1,128,1.0,1.0
dinuc_GC,1,256,1.0,1.0
dinuc_GC,1,384,1.0,1.0
dinuc_AT,4,0,0.39548367409215746,0.1553284349629487
dinuc_AT,4,1,0.43698504729935916,0.31982849912011935
dinuc_AT,4,2,0.4711626487641135,0.37817369994585004
dinuc_AT,4,3,0.48214830637778455,0.40028558869225395
dinuc_AT,4,4,0.492523649679585,0.41366068340578666
dinuc_AT,4,8,0.5157155935306683,0.4416923663381818
dinuc_AT,4,16,0.5300579798596277,0.460487201677891
dinuc_AT,4,32,0.5328043942630455,0.46320198011375974
dinuc_AT,4,64,0.5404333231614281,0.4714018899587874
dinuc_AT,4,128,0.5297528227036924,0.46126401601109246
dinuc_AT,4,256,0.5358559658223986,0.4691692831488724
dinuc_AT,4,384,0.5361611229783338,0.46961229783030506
dinuc_TA,3,0,0.5999389685688129,0.24998410579184946
dinuc_TA,3,1,0.599023497101007,0.31817565693532684
dinuc_TA,3,2,0.6048214830637778,0.39689900868875244
dinuc_TA,3,3,0.6066524259993897,0.40755785256101434
dinuc_TA,3,4,0.5929203539823009,0.4000063766139445
dinuc_TA,3,8,0.6182483979249314,0.45749944532675757
dinuc_TA,3,16,0.617943240768996,0.4742519246725694
dinuc_TA,3,32,0.6191638693927373,0.467687738023294
dinuc_TA,3,64,0.6328959414098261,0.49033295072859007
dinuc_TA,3,128,0.6240463838877022,0.4774386878677804
dinuc_TA,3,256,0.6313701556301495,0.481174132001076
dinuc_TA,3,384,0.6212999694842845,0.4692163039000074
dinuc_AA,1,0,1.0,1.0
dinuc_AA,1,1,1.0,1.0
dinuc_AA,1,2,1.0,1.0
dinuc_AA,1,3,1.0,1.0
dinuc_AA,1,4,1.0,1.0
dinuc_AA,1,8,1.0,1.0
dinuc_AA,1,16,1.0,1.0
dinuc_AA,1,32,1.0,1.0
dinuc_AA,1,64,1.0,1.0
dinuc_AA,1,128,1.0,1.0
dinuc_AA,1,256,1.0,1.0
dinuc_AA,1,384,1.0,1.0
dinuc_TT,2,0,0.7998169057064388,0.44438792811122413
dinuc_TT,2,1,0.8007323771742447,0.45791392156996863
dinuc_TT,2,2,0.7958498626792798,0.5190748865918049
dinuc_TT,2,3,0.7982911199267623,0.5195753200525294
dinuc_TT,2,4,0.8114128776319804,0.5806172250468423
dinuc_TT,2,8,0.816905706438816,0.6023926812104152
dinuc_TT,2,16,0.8178211779066219,0.6158976218612768
dinuc_TT,2,32,0.8141592920353983,0.6117912617421544
dinuc_TT,2,64,0.8178211779066219,0.6158976218612768
dinuc_TT,2,128,0.8162953921269454,0.6018422089392221
dinuc_TT,2,256,0.816905706438816,0.5968826576303212
dinuc_TT,2,384,0.8193469636862984,0.6030453628768235
